matchday,trap_type,h_rank,a_rank,h_points,a_points,h_gd,a_gd,h_gs,a_gs,h_gc,a_gc,won
24,GRAVITY_AWAY_DOG,2,16,41,13,15,-20,43,13,28,33,True
25,GRAVITY_HOME_DOG,16,7,13,37,-23,2,13,27,36,25,False
27,GRAVITY_AWAY_DOG,5,14,44,21,15,-16,40,28,25,44,True
28,GRAVITY_HOME_DOG,15,3,21,48,-18,18,28,49,46,31,True
6,GRAVITY_HOME_DOG,13,11,3,6,-5,2,4,10,9,8,True
7,GRAVITY_AWAY_DOG,4,14,12,3,4,-7,9,4,5,11,True
8,GRAVITY_HOME_DOG,15,14,3,3,-8,-7,4,3,12,10,True
9,GRAVITY_AWAY_DOG,2,15,16,3,12,-10,18,4,6,14,True
10,GRAVITY_HOME_DOG,15,1,3,20,-11,10,4,18,15,8,True
11,GRAVITY_AWAY_DOG,13,16,8,3,-11,-12,7,5,18,17,True
12,GRAVITY_HOME_DOG,16,3,3,21,-14,6,7,15,21,9,True
13,GRAVITY_AWAY_DOG,6,16,21,3,2,-17,18,8,16,25,True
14,GRAVITY_HOME_DOG,16,11,3,17,-19,0,9,17,28,17,False
16,GRAVITY_AWAY_DOG,14,13,15,16,-12,-12,15,13,27,25,True
18,GRAVITY_AWAY_DOG,8,13,27,17,3,-4,20,18,17,22,True
19,GRAVITY_HOME_DOG,13,15,17,10,-5,-24,18,10,23,34,True
21,GRAVITY_HOME_DOG,14,4,16,37,-21,17,19,35,40,18,True
9,GRAVITY_AWAY_DOG,8,16,10,4,-1,-9,6,7,7,16,True
9,GRAVITY_HOME_DOG,15,7,4,11,-6,1,6,7,12,6,True
12,GRAVITY_AWAY_DOG,1,15,25,7,16,-12,22,7,6,19,False
14,GRAVITY_AWAY_DOG,13,16,12,5,-12,-14,9,8,21,22,True
15,GRAVITY_AWAY_DOG,10,14,16,11,-7,-8,16,12,23,20,True
15,GRAVITY_HOME_DOG,16,4,5,27,-16,15,8,25,24,10,True
16,GRAVITY_AWAY_DOG,9,13,17,15,-7,-4,17,14,24,18,True
20,GRAVITY_AWAY_DOG,10,16,22,6,-3,-26,21,12,24,38,True
21,GRAVITY_HOME_DOG,14,11,17,23,-15,-8,14,20,29,28,True
22,GRAVITY_AWAY_DOG,9,14,26,17,0,-18,24,14,24,32,True
23,GRAVITY_HOME_DOG,14,5,17,40,-19,18,14,35,33,17,True
24,GRAVITY_AWAY_DOG,5,15,41,17,20,-21,39,14,19,35,False
25,GRAVITY_HOME_DOG,16,2,7,46,-34,22,17,39,51,17,True
7,GRAVITY_AWAY_DOG,3,15,13,3,7,-8,13,3,6,11,True
12,GRAVITY_AWAY_DOG,12,15,13,6,-8,-9,12,7,20,16,True
13,GRAVITY_HOME_DOG,15,1,6,30,-10,26,8,33,18,7,True
14,GRAVITY_AWAY_DOG,5,16,23,6,5,-11,20,8,15,19,True
15,GRAVITY_HOME_DOG,16,5,6,24,-12,2,8,25,20,23,True
18,GRAVITY_HOME_DOG,15,3,10,35,-19,11,13,26,32,15,True
19,GRAVITY_AWAY_DOG,6,16,26,10,-2,-20,25,14,27,34,True
20,GRAVITY_HOME_DOG,16,15,10,14,-22,-12,14,14,36,26,True
27,GRAVITY_AWAY_DOG,15,13,25,27,-15,-23,21,28,36,51,True
28,GRAVITY_HOME_DOG,14,9,27,35,-25,3,29,32,54,29,True
29,GRAVITY_AWAY_DOG,6,15,38,27,5,-26,36,30,31,56,True
30,GRAVITY_HOME_DOG,15,10,27,37,-30,-12,30,38,60,50,False
6,GRAVITY_AWAY_DOG,1,15,15,1,12,-5,15,1,3,6,True
7,GRAVITY_HOME_DOG,15,11,1,7,-6,-2,1,6,7,8,True
12,CRUSHER_HOME_FAV,2,13,25,7,13,-9,26,9,13,18,True
13,GRAVITY_HOME_DOG,15,8,7,18,-11,-2,9,14,20,16,False
28,GRAVITY_AWAY_DOG,11,15,31,21,-16,-20,27,22,43,42,True
29,GRAVITY_HOME_DOG,15,6,21,48,-23,0,22,37,45,37,True
30,GRAVITY_AWAY_DOG,8,16,39,21,2,-24,43,23,41,47,True
12,GRAVITY_HOME_DOG,16,8,7,14,-11,2,7,13,18,11,False
12,GRAVITY_AWAY_DOG,6,15,17,10,2,-11,12,10,10,21,True
15,GRAVITY_HOME_DOG,15,6,12,22,-12,5,22,19,34,14,True
16,GRAVITY_HOME_DOG,15,12,12,17,-13,-5,23,20,36,25,True
17,GRAVITY_AWAY_DOG,14,16,14,12,-9,-16,14,23,23,39,False
24,GRAVITY_HOME_DOG,15,13,21,24,-24,-11,29,21,53,32,False
25,GRAVITY_HOME_DOG,13,4,24,43,-12,11,21,38,33,27,True
26,GRAVITY_AWAY_DOG,11,15,27,24,-10,-14,25,22,35,36,True
27,GRAVITY_HOME_DOG,15,4,24,48,-16,22,22,46,38,24,False
15,GRAVITY_HOME_DOG,14,15,12,9,-16,-10,13,20,29,30,True
26,GRAVITY_AWAY_DOG,12,14,27,22,-17,-22,28,20,45,42,True
24,GRAVITY_AWAY_DOG,11,16,27,14,0,-24,36,13,36,37,True
25,GRAVITY_HOME_DOG,16,7,14,36,-25,1,14,22,39,21,True
27,GRAVITY_AWAY_DOG,3,15,48,23,14,-16,39,24,25,40,True
28,GRAVITY_HOME_DOG,15,13,23,28,-22,-14,24,27,46,41,True
15,GRAVITY_AWAY_DOG,16,15,10,11,-11,-12,15,16,26,28,True
16,GRAVITY_HOME_DOG,16,12,11,17,-14,-10,17,19,31,29,False
18,GRAVITY_AWAY_DOG,4,13,27,17,10,-14,30,20,20,34,True
19,GRAVITY_HOME_DOG,14,1,17,35,-15,15,22,32,37,17,True
20,GRAVITY_AWAY_DOG,8,15,27,17,-1,-18,23,22,24,40,True
6,GRAVITY_HOME_DOG,16,13,1,4,-9,-5,3,5,12,10,False
10,CRUSHER_AWAY_FAV,15,2,4,22,-13,7,5,11,18,4,True
11,GRAVITY_AWAY_DOG,15,16,4,4,-10,-14,6,6,16,20,True
12,GRAVITY_HOME_DOG,16,5,4,18,-17,6,6,18,23,12,True
13,GRAVITY_AWAY_DOG,6,16,21,4,4,-18,18,7,14,25,False
15,GRAVITY_HOME_DOG,14,12,9,12,-10,-12,12,14,22,26,True
20,GRAVITY_AWAY_DOG,15,16,11,10,-13,-27,15,12,28,39,True
21,GRAVITY_HOME_DOG,16,13,10,16,-28,-23,13,19,41,42,True
29,GRAVITY_HOME_DOG,15,2,16,59,-24,20,25,47,49,27,True
30,GRAVITY_AWAY_DOG,16,15,16,16,-40,-26,17,25,57,51,True
7,GRAVITY_HOME_DOG,13,16,6,2,-5,-9,5,8,10,17,False
13,CRUSHER_HOME_FAV,3,16,22,6,9,-14,19,16,10,30,True
14,CRUSHER_AWAY_FAV,14,3,13,25,-8,12,17,22,25,10,True
14,GRAVITY_HOME_DOG,16,12,6,15,-17,-6,16,7,33,13,True
15,GRAVITY_AWAY_DOG,12,13,16,13,-6,-9,8,18,14,27,False
19,GRAVITY_AWAY_DOG,9,14,24,16,2,-13,23,11,21,24,False
21,CRUSHER_HOME_FAV,4,14,37,17,9,-15,31,26,22,41,False
21,GRAVITY_HOME_DOG,13,12,17,22,-15,-10,8,14,23,24,True
7,GRAVITY_AWAY_DOG,11,15,8,3,2,-7,8,8,6,15,True
12,GRAVITY_HOME_DOG,16,5,4,18,-14,4,11,14,25,10,True
13,GRAVITY_AWAY_DOG,6,16,20,4,2,-15,18,11,16,26,True
14,GRAVITY_HOME_DOG,13,5,14,21,-8,4,11,15,19,11,False
16,GRAVITY_AWAY_DOG,15,14,10,13,-20,-6,17,16,37,22,True
17,GRAVITY_HOME_DOG,14,4,13,30,-8,13,17,29,25,16,False
19,GRAVITY_HOME_DOG,13,7,17,28,-13,4,14,28,27,24,True
22,GRAVITY_HOME_DOG,16,15,8,16,-26,-21,17,19,43,40,False
23,GRAVITY_HOME_DOG,15,12,16,25,-22,-27,20,26,42,53,True
24,GRAVITY_AWAY_DOG,13,15,23,16,-14,-27,20,20,34,47,True
25,GRAVITY_HOME_DOG,16,8,16,36,-29,7,20,43,49,36,True
26,GRAVITY_AWAY_DOG,6,16,41,16,17,-30,41,21,24,51,True
7,GRAVITY_HOME_DOG,15,1,1,18,-7,8,4,11,11,3,True
8,GRAVITY_AWAY_DOG,12,16,7,1,-4,-8,4,4,8,12,False
9,GRAVITY_AWAY_DOG,14,16,4,4,-7,-10,5,4,12,14,False
18,GRAVITY_AWAY_DOG,12,16,19,10,-7,-21,13,11,20,32,True
19,GRAVITY_HOME_DOG,16,5,10,32,-18,8,12,29,30,21,True
20,GRAVITY_AWAY_DOG,6,16,31,10,14,-19,27,12,13,31,True
20,CRUSHER_HOME_FAV,1,13,48,17,22,-10,34,16,12,26,True
21,GRAVITY_HOME_DOG,13,11,17,24,-12,-5,16,18,28,23,True
21,GRAVITY_HOME_DOG,16,1,10,51,-23,24,12,36,35,12,True
22,GRAVITY_AWAY_DOG,15,13,12,17,-27,-13,13,18,40,31,True
22,GRAVITY_AWAY_DOG,10,16,27,10,-4,-25,21,13,25,38,True
23,GRAVITY_HOME_DOG,16,15,10,13,-26,-27,14,13,40,40,True
24,GRAVITY_AWAY_DOG,2,16,47,10,23,-27,55,15,32,42,True
25,GRAVITY_HOME_DOG,16,12,10,28,-32,-9,15,24,47,33,True
27,GRAVITY_AWAY_DOG,14,15,20,18,-19,-21,21,19,40,40,True
28,GRAVITY_HOME_DOG,15,5,18,46,-23,9,19,44,42,35,True
29,GRAVITY_AWAY_DOG,10,15,38,18,-10,-26,30,19,40,45,False
11,GRAVITY_AWAY_DOG,10,14,13,10,-5,-7,6,9,11,16,True
14,GRAVITY_AWAY_DOG,6,15,22,9,5,-9,19,10,14,19,True
15,GRAVITY_HOME_DOG,15,11,9,18,-11,-1,10,18,21,19,True
16,GRAVITY_AWAY_DOG,15,14,11,13,-17,-15,15,7,32,22,True
17,GRAVITY_HOME_DOG,15,3,13,28,-16,3,7,21,23,18,True
18,GRAVITY_AWAY_DOG,7,15,26,13,5,-18,18,7,13,25,False
20,GRAVITY_HOME_DOG,16,10,10,25,-23,1,12,21,35,20,True
23,GRAVITY_AWAY_DOG,6,15,34,18,1,-12,22,19,21,31,True
24,GRAVITY_HOME_DOG,15,16,18,12,-13,-26,19,13,32,39,True
25,GRAVITY_AWAY_DOG,9,15,33,18,15,-16,49,19,34,35,True
26,GRAVITY_HOME_DOG,15,11,18,33,-19,-1,19,31,38,32,False
12,GRAVITY_AWAY_DOG,9,13,15,10,-2,-2,13,13,15,15,True
22,GRAVITY_HOME_DOG,15,5,18,36,-9,19,20,38,29,19,True
22,CRUSHER_AWAY_FAV,14,1,21,43,-13,23,18,44,31,21,True
23,GRAVITY_AWAY_DOG,7,14,33,21,1,-14,37,19,36,33,True
24,GRAVITY_HOME_DOG,14,3,21,40,-15,20,21,40,36,20,False
8,GRAVITY_HOME_DOG,15,11,4,8,-11,0,8,5,19,5,True
10,GRAVITY_HOME_DOG,13,10,8,11,-9,4,5,13,14,9,True
12,GRAVITY_HOME_DOG,13,11,11,14,-8,-4,11,7,19,11,False
13,GRAVITY_AWAY_DOG,15,16,6,5,-16,-19,11,11,27,30,False
15,GRAVITY_HOME_DOG,14,1,14,34,-10,15,7,36,17,21,True
15,GRAVITY_HOME_DOG,16,11,6,17,-19,-7,12,14,31,21,False
16,GRAVITY_HOME_DOG,14,2,14,33,-11,13,9,34,20,21,False
19,GRAVITY_AWAY_DOG,12,15,21,16,1,-15,23,9,22,24,True
23,GRAVITY_AWAY_DOG,8,15,32,18,3,-23,24,23,21,46,True
7,GRAVITY_HOME_DOG,15,13,2,5,-6,-6,0,5,6,11,True
8,GRAVITY_AWAY_DOG,1,16,16,2,7,-9,13,0,6,9,True
16,GRAVITY_AWAY_DOG,6,15,26,11,1,-16,21,19,20,35,True
17,GRAVITY_HOME_DOG,15,12,11,16,-17,-12,19,19,36,31,True
20,GRAVITY_HOME_DOG,15,16,12,12,-17,-22,15,22,32,44,True
20,GRAVITY_HOME_DOG,13,2,17,40,-11,16,27,36,38,20,True
21,GRAVITY_AWAY_DOG,3,13,35,17,17,-14,35,27,18,41,True
21,GRAVITY_AWAY_DOG,6,16,32,12,6,-18,26,17,20,35,True
22,GRAVITY_HOME_DOG,16,7,12,34,-23,2,17,27,40,25,False
25,GRAVITY_HOME_DOG,16,2,15,45,-29,15,25,40,54,25,False
7,GRAVITY_AWAY_DOG,11,15,7,3,-4,-6,7,6,11,12,True
8,GRAVITY_HOME_DOG,16,8,3,10,-7,0,7,6,14,6,True
9,GRAVITY_AWAY_DOG,14,16,6,3,-5,-9,8,9,13,18,False
21,GRAVITY_AWAY_DOG,4,16,34,10,7,-23,25,15,18,38,True
22,GRAVITY_HOME_DOG,16,11,10,28,-29,-7,15,26,44,33,True
23,GRAVITY_AWAY_DOG,1,16,44,10,19,-31,41,16,22,47,True
24,GRAVITY_HOME_DOG,16,13,10,21,-33,-9,16,20,49,29,True
10,GRAVITY_AWAY_DOG,12,14,11,7,-5,-6,5,8,10,14,True
11,GRAVITY_HOME_DOG,15,4,7,17,-8,2,8,13,16,11,True
18,GRAVITY_AWAY_DOG,5,16,27,13,7,-18,24,17,17,35,True
19,GRAVITY_HOME_DOG,16,15,13,14,-19,-15,18,18,37,33,True
30,GRAVITY_AWAY_DOG,11,13,35,33,-3,-16,31,30,34,46,True
6,GRAVITY_AWAY_DOG,16,15,1,1,-10,-7,2,3,12,10,True
10,GRAVITY_AWAY_DOG,8,16,14,2,1,-13,14,2,13,15,True
10,GRAVITY_AWAY_DOG,4,14,18,6,7,-5,14,7,7,12,True
11,GRAVITY_AWAY_DOG,13,16,7,2,-9,-14,8,2,17,16,True
11,GRAVITY_HOME_DOG,14,10,6,14,-6,2,8,11,14,9,True
12,GRAVITY_HOME_DOG,16,15,2,6,-15,-7,2,8,17,15,False
13,GRAVITY_HOME_DOG,15,11,6,13,-11,-7,8,10,19,17,True
14,GRAVITY_AWAY_DOG,9,15,20,6,0,-13,19,8,19,21,True
14,GRAVITY_AWAY_DOG,4,14,24,10,8,-13,20,15,12,28,True
15,GRAVITY_HOME_DOG,14,9,10,20,-14,0,15,16,29,16,True
15,GRAVITY_AWAY_DOG,1,16,33,6,13,-14,28,8,15,22,True
16,GRAVITY_AWAY_DOG,13,16,13,6,-9,-16,16,9,25,25,True
19,GRAVITY_HOME_DOG,15,11,8,22,-20,-5,11,23,31,28,False
21,GRAVITY_HOME_DOG,16,11,7,23,-25,-6,11,25,36,31,False
24,GRAVITY_AWAY_DOG,7,16,36,11,3,-27,26,13,23,40,True
24,GRAVITY_AWAY_DOG,13,14,25,17,-11,-19,25,22,36,41,False
25,GRAVITY_HOME_DOG,16,9,11,32,-28,-3,13,29,41,32,True
26,GRAVITY_HOME_DOG,16,11,11,27,-31,-11,13,22,44,33,True
27,GRAVITY_AWAY_DOG,15,16,12,11,-27,-33,16,13,43,46,True
28,GRAVITY_AWAY_DOG,9,13,38,26,0,-13,34,32,34,45,True
28,GRAVITY_HOME_DOG,16,1,11,65,-36,31,13,57,49,26,False
29,GRAVITY_HOME_DOG,13,12,26,31,-14,-18,33,29,47,47,True
30,GRAVITY_AWAY_DOG,2,13,60,26,23,-15,49,34,26,49,True
15,GRAVITY_HOME_DOG,16,8,10,18,-14,-5,12,17,26,22,True
16,GRAVITY_HOME_DOG,16,7,10,21,-16,4,13,22,29,18,True
17,GRAVITY_AWAY_DOG,2,16,30,10,11,-20,22,13,11,33,True
18,GRAVITY_HOME_DOG,16,6,10,27,-24,1,13,22,37,21,True
19,GRAVITY_AWAY_DOG,1,16,40,10,16,-25,28,15,12,40,True
8,GRAVITY_HOME_DOG,14,16,4,2,-10,-9,5,3,15,12,True
9,GRAVITY_AWAY_DOG,3,15,15,4,1,-11,10,5,9,16,True
10,GRAVITY_HOME_DOG,16,1,4,18,-12,9,6,17,18,8,False
23,GRAVITY_AWAY_DOG,8,15,30,19,7,-19,35,24,28,43,True
24,GRAVITY_HOME_DOG,16,5,19,39,-21,8,26,34,47,26,True
25,GRAVITY_AWAY_DOG,14,16,25,19,-7,-22,18,27,25,49,True
28,CRUSHER_AWAY_FAV,15,1,22,53,-20,11,29,41,49,30,True
29,GRAVITY_AWAY_DOG,4,16,45,22,23,-21,52,30,29,51,True
6,GRAVITY_HOME_DOG,14,13,3,5,-7,-5,6,3,13,8,True
12,GRAVITY_AWAY_DOG,15,16,9,9,-6,-7,15,11,21,18,True
13,GRAVITY_AWAY_DOG,14,16,11,9,-6,-8,10,11,16,19,True
14,GRAVITY_HOME_DOG,16,9,9,18,-10,-3,11,15,21,18,True
15,GRAVITY_AWAY_DOG,12,16,15,9,-6,-13,14,11,20,24,False
18,GRAVITY_AWAY_DOG,12,15,17,15,-9,-9,19,15,28,24,False
20,GRAVITY_HOME_DOG,14,15,19,16,-10,-16,31,12,41,28,False
22,GRAVITY_AWAY_DOG,14,15,20,16,-6,-19,22,13,28,32,True
23,GRAVITY_HOME_DOG,15,12,16,23,-20,-10,14,27,34,37,True
24,GRAVITY_HOME_DOG,16,8,16,35,-21,6,14,28,35,22,True
16,GRAVITY_AWAY_DOG,6,16,25,6,1,-15,17,9,16,24,False
23,GRAVITY_AWAY_DOG,1,15,42,16,21,-13,42,22,21,35,True
24,GRAVITY_HOME_DOG,15,4,16,40,-15,4,23,30,38,26,False
8,GRAVITY_AWAY_DOG,7,15,10,4,0,-6,10,8,10,14,False
14,GRAVITY_HOME_DOG,13,11,10,16,-8,-1,11,20,19,21,False
23,GRAVITY_AWAY_DOG,4,16,39,12,14,-28,39,12,25,40,True
24,GRAVITY_HOME_DOG,16,8,12,32,-29,-5,13,36,42,41,False
27,GRAVITY_HOME_DOG,14,11,21,31,-17,-5,26,34,43,39,False
28,GRAVITY_HOME_DOG,15,8,20,36,-14,2,23,39,37,37,True
29,GRAVITY_AWAY_DOG,14,16,24,15,-17,-33,28,16,45,49,True
30,GRAVITY_AWAY_DOG,16,13,16,31,-33,-17,17,36,50,53,False
6,GRAVITY_HOME_DOG,15,1,3,15,-7,10,2,11,9,1,True
7,GRAVITY_AWAY_DOG,16,15,1,3,-10,-8,3,2,13,10,False
9,GRAVITY_HOME_DOG,16,9,1,11,-13,-2,5,9,18,11,True
10,GRAVITY_AWAY_DOG,8,14,13,7,0,-9,9,5,9,14,False
10,GRAVITY_AWAY_DOG,3,16,20,1,7,-14,13,6,6,20,True
11,GRAVITY_HOME_DOG,16,7,1,15,-18,-2,6,13,24,15,False
12,GRAVITY_AWAY_DOG,4,15,19,6,7,-14,15,6,8,20,True
12,GRAVITY_HOME_DOG,13,1,13,27,-2,14,11,20,13,6,True
13,GRAVITY_HOME_DOG,15,8,6,18,-16,-1,6,13,22,14,True
13,GRAVITY_AWAY_DOG,16,13,4,13,-19,-3,9,13,28,16,True
14,GRAVITY_HOME_DOG,14,6,13,21,-4,7,16,18,20,11,True
14,GRAVITY_AWAY_DOG,3,16,24,6,5,-19,19,7,14,26,True
15,GRAVITY_HOME_DOG,16,11,6,16,-20,-9,8,16,28,25,False
15,GRAVITY_AWAY_DOG,7,14,21,13,0,-6,21,16,21,22,True
16,GRAVITY_AWAY_DOG,4,14,28,13,7,-10,24,17,17,27,True
17,GRAVITY_HOME_DOG,14,16,13,10,-15,-19,17,10,32,29,True
18,GRAVITY_AWAY_DOG,7,14,29,13,8,-16,24,17,16,33,True
18,GRAVITY_AWAY_DOG,3,13,33,16,12,-13,30,17,18,30,False
19,GRAVITY_HOME_DOG,15,4,13,33,-20,5,17,24,37,19,False
21,GRAVITY_HOME_DOG,16,7,13,33,-24,9,23,31,47,22,True
22,GRAVITY_AWAY_DOG,15,16,17,13,-17,-25,19,23,36,48,True
30,GRAVITY_HOME_DOG,14,8,27,46,-13,9,21,43,34,34,True
15,GRAVITY_HOME_DOG,15,14,9,14,-16,-4,10,15,26,19,True
16,GRAVITY_HOME_DOG,15,3,9,27,-18,8,10,22,28,14,False
18,GRAVITY_HOME_DOG,13,5,18,27,-6,8,13,27,19,19,True
19,GRAVITY_AWAY_DOG,4,14,31,15,8,-12,26,16,18,28,True
26,GRAVITY_HOME_DOG,15,9,23,31,-9,-10,29,29,38,39,True
27,GRAVITY_AWAY_DOG,16,15,16,23,-28,-10,19,32,47,42,False
29,GRAVITY_HOME_DOG,16,5,16,44,-31,9,20,41,51,32,True
30,GRAVITY_AWAY_DOG,9,16,38,16,-10,-33,36,20,46,53,True
6,GRAVITY_HOME_DOG,14,10,3,7,-6,-1,3,6,9,7,True
7,GRAVITY_AWAY_DOG,13,14,6,3,-5,-8,6,3,11,11,False
10,GRAVITY_AWAY_DOG,13,15,7,6,-9,-12,8,8,17,20,True
11,GRAVITY_HOME_DOG,15,9,6,15,-13,-2,9,12,22,14,True
12,GRAVITY_AWAY_DOG,16,15,5,6,-8,-16,8,10,16,26,False
14,GRAVITY_HOME_DOG,13,14,12,12,-10,-14,13,13,23,27,False
18,GRAVITY_AWAY_DOG,11,15,22,12,-7,-20,22,14,29,34,False
8,GRAVITY_AWAY_DOG,16,13,1,6,-15,-8,4,6,19,14,True
9,GRAVITY_HOME_DOG,13,10,6,7,-9,-2,7,6,16,8,False
23,GRAVITY_AWAY_DOG,12,15,25,19,-17,-29,19,15,36,44,True
25,GRAVITY_AWAY_DOG,11,14,27,20,-9,-22,27,26,36,48,False
29,GRAVITY_HOME_DOG,13,5,27,46,-13,13,27,35,40,22,True
30,GRAVITY_AWAY_DOG,12,16,29,20,-23,-23,30,23,53,46,True
30,GRAVITY_AWAY_DOG,6,13,46,27,17,-14,51,27,34,41,True
8,GRAVITY_AWAY_DOG,8,15,10,4,0,-5,7,6,7,11,True
8,GRAVITY_HOME_DOG,14,16,5,1,-9,-10,2,2,11,12,False
9,GRAVITY_HOME_DOG,15,2,4,17,-10,6,6,12,16,6,True
10,GRAVITY_AWAY_DOG,16,15,1,4,-18,-12,2,6,20,18,True
12,GRAVITY_HOME_DOG,13,8,10,16,-11,3,11,15,22,12,True
13,GRAVITY_AWAY_DOG,12,14,10,10,-11,-14,8,11,19,25,True
20,GRAVITY_AWAY_DOG,8,16,26,5,6,-33,28,8,22,41,True
21,GRAVITY_HOME_DOG,16,5,5,36,-34,14,8,36,42,22,True
28,GRAVITY_HOME_DOG,15,3,23,48,-24,14,20,43,44,29,True
29,GRAVITY_AWAY_DOG,12,15,32,23,-11,-27,27,21,38,48,True
21,GRAVITY_HOME_DOG,15,16,18,15,-15,-18,18,14,33,32,True
22,GRAVITY_AWAY_DOG,11,15,25,18,-4,-16,22,18,26,34,True
26,GRAVITY_HOME_DOG,13,1,26,57,-14,29,25,52,39,23,True
27,GRAVITY_AWAY_DOG,16,14,22,26,-19,-18,23,25,42,43,True
6,GRAVITY_AWAY_DOG,13,14,4,3,-4,-5,10,6,14,11,True
7,GRAVITY_HOME_DOG,14,2,3,16,-7,7,7,8,14,1,True
8,GRAVITY_AWAY_DOG,1,15,17,2,7,-10,9,6,2,16,True
9,GRAVITY_HOME_DOG,15,14,2,4,-11,-10,6,8,17,18,False
11,GRAVITY_HOME_DOG,16,6,2,16,-19,3,7,13,26,10,True
12,GRAVITY_AWAY_DOG,11,16,13,2,-2,-20,18,7,20,27,True
13,GRAVITY_HOME_DOG,16,1,2,28,-24,10,8,15,32,5,True
20,GRAVITY_AWAY_DOG,8,15,27,12,2,-17,18,9,16,26,True
24,GRAVITY_AWAY_DOG,6,16,37,12,0,-40,28,19,28,59,True
6,GRAVITY_HOME_DOG,14,8,3,7,-5,-1,4,8,9,9,True
7,GRAVITY_AWAY_DOG,9,16,8,3,2,-6,7,4,5,10,True
8,GRAVITY_HOME_DOG,16,10,4,9,-10,-2,3,5,13,7,False
10,GRAVITY_HOME_DOG,16,7,5,12,-8,2,8,15,16,13,False
14,GRAVITY_AWAY_DOG,16,14,9,11,-8,-5,13,11,21,16,False
17,GRAVITY_HOME_DOG,16,3,9,30,-11,5,13,21,24,16,True
18,GRAVITY_AWAY_DOG,14,16,15,9,-14,-13,13,13,27,26,True
19,GRAVITY_HOME_DOG,16,12,9,19,-14,-5,14,20,28,25,False
26,GRAVITY_HOME_DOG,15,1,22,49,-17,15,23,38,40,23,True
6,GRAVITY_AWAY_DOG,13,16,4,1,-2,-11,2,1,4,12,True
7,GRAVITY_HOME_DOG,16,12,1,7,-12,-4,1,4,13,8,True
8,GRAVITY_AWAY_DOG,5,16,11,1,3,-13,11,1,8,14,True
9,GRAVITY_HOME_DOG,16,12,1,9,-15,-8,1,7,16,15,False
22,GRAVITY_AWAY_DOG,1,14,43,19,17,-15,43,14,26,29,True
23,GRAVITY_HOME_DOG,15,2,19,44,-20,20,14,40,34,20,False
25,GRAVITY_HOME_DOG,14,7,22,35,-11,4,23,30,34,26,True
26,GRAVITY_HOME_DOG,15,2,22,49,-13,18,23,40,36,22,True
27,GRAVITY_AWAY_DOG,11,15,30,22,-7,-18,28,23,35,41,True
9,GRAVITY_AWAY_DOG,11,15,9,4,-2,-9,9,4,11,13,True
9,GRAVITY_HOME_DOG,16,7,3,13,-8,2,4,10,12,8,True
10,GRAVITY_AWAY_DOG,14,16,7,3,-8,-9,6,4,14,13,False
10,GRAVITY_HOME_DOG,15,7,4,15,-10,2,4,11,14,9,True
8,GRAVITY_HOME_DOG,15,5,5,12,-4,3,4,10,8,7,False
9,GRAVITY_AWAY_DOG,3,16,15,5,6,-12,14,6,8,18,True
10,CRUSHER_AWAY_FAV,13,2,8,18,-5,7,7,16,12,9,True
10,GRAVITY_HOME_DOG,16,5,5,15,-13,2,7,13,20,11,False
11,GRAVITY_AWAY_DOG,7,15,15,8,1,-8,13,9,12,17,True
12,GRAVITY_HOME_DOG,16,9,8,11,-12,-1,9,13,21,14,False
14,GRAVITY_HOME_DOG,16,1,10,34,-13,17,12,25,25,8,True
15,GRAVITY_AWAY_DOG,3,16,27,10,11,-14,23,12,12,26,True
16,GRAVITY_AWAY_DOG,2,16,32,10,16,-15,29,12,13,27,True
17,GRAVITY_HOME_DOG,16,6,10,25,-16,2,12,20,28,18,True
18,GRAVITY_AWAY_DOG,10,16,20,10,1,-17,23,13,22,30,False
22,GRAVITY_HOME_DOG,13,2,20,42,-6,21,25,39,31,18,True
30,CRUSHER_HOME_FAV,3,14,57,26,20,-24,45,20,25,44,True
7,GRAVITY_AWAY_DOG,4,15,11,3,2,-8,13,4,11,12,True
7,GRAVITY_AWAY_DOG,16,14,2,3,-8,-8,5,6,13,14,False
8,GRAVITY_HOME_DOG,15,7,3,12,-10,5,5,13,15,8,True
9,GRAVITY_AWAY_DOG,14,16,5,3,-7,-13,9,5,16,18,True
10,GRAVITY_HOME_DOG,16,11,3,10,-16,1,5,14,21,13,True
11,GRAVITY_HOME_DOG,16,12,3,12,-18,-8,5,13,23,21,True
11,GRAVITY_AWAY_DOG,6,15,16,3,9,-12,20,6,11,18,True
12,GRAVITY_AWAY_DOG,14,16,11,3,-7,-21,11,5,18,26,False
12,GRAVITY_HOME_DOG,15,5,3,20,-15,2,6,18,21,16,True
16,GRAVITY_AWAY_DOG,14,13,15,16,-6,-8,19,18,25,26,False
17,GRAVITY_AWAY_DOG,16,15,5,6,-20,-30,9,7,29,37,True
18,GRAVITY_HOME_DOG,16,13,6,19,-31,-9,7,22,38,31,True
19,GRAVITY_AWAY_DOG,3,16,38,6,11,-32,32,7,21,39,True
20,GRAVITY_HOME_DOG,16,5,6,34,-33,17,8,38,41,21,True
21,GRAVITY_AWAY_DOG,8,16,28,6,-6,-35,28,8,34,43,True
22,GRAVITY_HOME_DOG,16,5,6,39,-36,14,9,39,45,25,True
22,GRAVITY_HOME_DOG,13,14,23,19,-17,-10,25,26,42,36,True
23,GRAVITY_AWAY_DOG,2,16,47,6,30,-38,50,9,20,47,True
