result_id,season_name,season_id,matchday_number,event_id,home_team,away_team,home_goals,away_goals,total_goals,o15,o25,u25,u35,gg,ng,has_core_odds,has_league_snapshot,over_15,over_25,under_25,under_35,gg_yes,ng_yes,home_win,draw,away_win
42420,VFLM 5171,vf:season:3093653,9,vf:match:1403203325,Crystal Palace,West Ham,1,4,5,1.22,1.7,2.05,1.4,1.65,2.15,True,True,True,True,False,False,True,False,False,False,True
42422,VFLM 5171,vf:season:3093653,9,vf:match:1403203327,Fulham,Manchester Blue,1,2,3,1.25,1.85,1.85,1.25,2.0,1.7,True,True,True,True,False,True,True,False,False,False,True
196720,VFLM 5171,vf:season:3093653,9,vf:match:season:vflm5171:md:9:Leeds:Liverpool,Leeds,Liverpool,0,1,1,,,,,,,False,True,False,False,True,True,False,True,False,False,True
42425,VFLM 5171,vf:season:3093653,9,vf:match:1403203329,Leeds,Bournemouth,3,0,3,1.5,2.6,1.45,1.1,2.35,1.55,True,True,True,True,False,True,False,True,True,False,False
42421,VFLM 5171,vf:season:3093653,9,vf:match:1403203326,Liverpool,Chelsea,2,1,3,1.22,1.7,2.05,1.4,1.65,2.1,True,True,True,True,False,True,True,False,True,False,False
196719,VFLM 5171,vf:season:3093653,9,vf:match:season:vflm5171:md:9:LondonGuns:Everton,London Guns,Everton,2,0,2,,,,,,,False,True,True,False,True,True,False,True,True,False,False
196718,VFLM 5171,vf:season:3093653,9,vf:match:season:vflm5171:md:9:ManchesterBlue:Wolverhampton,Manchester Blue,Wolverhampton,0,2,2,,,,,,,False,True,True,False,True,True,False,True,False,False,True
196717,VFLM 5171,vf:season:3093653,9,vf:match:season:vflm5171:md:9:ManchesterRed:Bournemouth,Manchester Red,Bournemouth,1,0,1,,,,,,,False,True,False,False,True,True,False,True,True,False,False
42426,VFLM 5171,vf:season:3093653,9,vf:match:1403203330,Newcastle,Brighton,1,1,2,1.4,2.25,1.55,1.2,1.9,1.8,True,True,True,False,True,True,True,False,False,True,False
196722,VFLM 5171,vf:season:3093653,9,vf:match:season:vflm5171:md:9:Tottenham:Fulham,Tottenham,Fulham,2,1,3,,,,,,,False,True,True,True,False,True,True,False,True,False,False
42423,VFLM 5171,vf:season:3093653,9,vf:match:1403203323,Tottenham,Everton,2,2,4,1.4,2.4,1.5,1.16,2.1,1.65,True,True,True,True,False,False,True,False,False,True,False
42424,VFLM 5171,vf:season:3093653,9,vf:match:1403203328,Wolverhampton,Manchester Red,0,1,1,1.18,1.7,2.05,1.4,1.65,2.1,True,True,False,False,True,True,False,True,False,False,True
196713,VFLM 5171,vf:season:3093653,10,vf:match:season:vflm5171:md:10:Bournemouth:AstonVilla,Bournemouth,Aston Villa,0,2,2,,,,,,,False,True,True,False,True,True,False,True,False,False,True
42430,VFLM 5171,vf:season:3093653,10,vf:season:3093653:10:Bournemouth:Newcastle,Bournemouth,Newcastle,0,0,0,1.35,2.2,1.6,1.2,1.9,1.8,True,True,False,False,True,True,False,True,False,True,False
42429,VFLM 5171,vf:season:3093653,10,vf:season:3093653:10:Brighton:Aston Villa,Brighton,Aston Villa,2,2,4,1.4,2.35,1.5,1.15,2.0,1.75,True,True,True,True,False,False,True,False,False,True,False
196716,VFLM 5171,vf:season:3093653,10,vf:match:season:vflm5171:md:10:Brighton:CrystalPalace,Brighton,Crystal Palace,3,4,7,,,,,,,False,True,True,True,False,False,True,False,False,False,True
42427,VFLM 5171,vf:season:3093653,10,vf:season:3093653:10:Chelsea:Fulham,Chelsea,Fulham,0,2,2,1.25,1.85,1.85,1.35,2.35,1.55,True,True,True,False,True,True,False,True,False,False,True
42428,VFLM 5171,vf:season:3093653,10,vf:season:3093653:10:Everton:Crystal Palace,Everton,Crystal Palace,1,2,3,1.45,2.35,1.55,1.16,2.45,1.5,True,True,True,True,False,True,True,False,False,False,True
196711,VFLM 5171,vf:season:3093653,10,vf:match:season:vflm5171:md:10:Everton:ManchesterRed,Everton,Manchester Red,2,0,2,,,,,,,False,True,True,False,True,True,False,True,True,False,False
196710,VFLM 5171,vf:season:3093653,10,vf:match:season:vflm5171:md:10:Fulham:Chelsea,Fulham,Chelsea,0,2,2,,,,,,,False,True,True,False,True,True,False,True,False,False,True
196715,VFLM 5171,vf:season:3093653,10,vf:match:season:vflm5171:md:10:Liverpool:Tottenham,Liverpool,Tottenham,2,1,3,,,,,,,False,True,True,True,False,True,True,False,True,False,False
42433,VFLM 5171,vf:season:3093653,10,vf:season:3093653:10:London Guns:Wolverhampton,London Guns,Wolverhampton,1,0,1,1.09,1.4,2.7,1.65,1.55,2.3,True,True,False,False,True,True,False,True,True,False,False
42434,VFLM 5171,vf:season:3093653,10,vf:season:3093653:10:Manchester Blue:Leeds,Manchester Blue,Leeds,2,0,2,1.22,1.7,2.05,1.35,2.1,1.65,True,True,True,False,True,True,False,True,True,False,False
42432,VFLM 5171,vf:season:3093653,10,vf:season:3093653:10:Manchester Red:Tottenham,Manchester Red,Tottenham,3,1,4,1.3,1.95,1.75,1.25,2.0,1.7,True,True,True,True,False,False,True,False,True,False,False
196709,VFLM 5171,vf:season:3093653,10,vf:match:season:vflm5171:md:10:Newcastle:ManchesterBlue,Newcastle,Manchester Blue,4,3,7,,,,,,,False,True,True,True,False,False,True,False,True,False,False
42431,VFLM 5171,vf:season:3093653,10,vf:season:3093653:10:West Ham:Liverpool,West Ham,Liverpool,3,2,5,1.22,1.65,2.1,1.35,1.7,2.05,True,True,True,True,False,False,True,False,True,False,False
196712,VFLM 5171,vf:season:3093653,10,vf:match:season:vflm5171:md:10:WestHam:LondonGuns,West Ham,London Guns,0,1,1,,,,,,,False,True,False,False,True,True,False,True,False,False,True
196714,VFLM 5171,vf:season:3093653,10,vf:match:season:vflm5171:md:10:Wolverhampton:Leeds,Wolverhampton,Leeds,1,0,1,,,,,,,False,True,False,False,True,True,False,True,True,False,False
42439,VFLM 5171,vf:season:3093653,11,vf:season:3093653:11:Aston Villa:Bournemouth,Aston Villa,Bournemouth,1,1,2,1.35,2.05,1.7,1.25,2.35,1.55,True,True,True,False,True,True,True,False,False,True,False
196701,VFLM 5171,vf:season:3093653,11,vf:match:season:vflm5171:md:11:AstonVilla:Everton,Aston Villa,Everton,4,1,5,,,,,,,False,True,True,True,False,False,True,False,True,False,False
196708,VFLM 5171,vf:season:3093653,11,vf:match:season:vflm5171:md:11:Chelsea:Liverpool,Chelsea,Liverpool,1,1,2,,,,,,,False,True,True,False,True,True,True,False,False,True,False
42438,VFLM 5171,vf:season:3093653,11,vf:season:3093653:11:Crystal Palace:Manchester Red,Crystal Palace,Manchester Red,1,3,4,1.25,1.8,1.9,1.3,1.95,1.8,True,True,True,True,False,False,True,False,False,False,True
196706,VFLM 5171,vf:season:3093653,11,vf:match:season:vflm5171:md:11:Fulham:Brighton,Fulham,Brighton,0,0,0,,,,,,,False,True,False,False,True,True,False,True,False,True,False
196705,VFLM 5171,vf:season:3093653,11,vf:match:season:vflm5171:md:11:Leeds:Newcastle,Leeds,Newcastle,2,1,3,,,,,,,False,True,True,True,False,True,True,False,True,False,False
42441,VFLM 5171,vf:season:3093653,11,vf:season:3093653:11:Leeds:Fulham,Leeds,Fulham,3,0,3,1.75,3.05,1.35,1.07,2.7,1.4,True,True,True,True,False,True,False,True,True,False,False
42440,VFLM 5171,vf:season:3093653,11,vf:season:3093653:11:Liverpool:Everton,Liverpool,Everton,1,0,1,1.45,2.2,1.6,1.22,2.45,1.5,True,True,False,False,True,True,False,True,True,False,False
196702,VFLM 5171,vf:season:3093653,11,vf:match:season:vflm5171:md:11:LondonGuns:CrystalPalace,London Guns,Crystal Palace,2,0,2,,,,,,,False,True,True,False,True,True,False,True,True,False,False
196703,VFLM 5171,vf:season:3093653,11,vf:match:season:vflm5171:md:11:ManchesterBlue:Bournemouth,Manchester Blue,Bournemouth,4,1,5,,,,,,,False,True,True,True,False,False,True,False,True,False,False
196704,VFLM 5171,vf:season:3093653,11,vf:match:season:vflm5171:md:11:ManchesterRed:WestHam,Manchester Red,West Ham,2,1,3,,,,,,,False,True,True,True,False,True,True,False,True,False,False
42436,VFLM 5171,vf:season:3093653,11,vf:season:3093653:11:Newcastle:Manchester Blue,Newcastle,Manchester Blue,2,2,4,1.2,1.65,2.15,1.4,1.7,2.0,True,True,True,True,False,False,True,False,False,True,False
196707,VFLM 5171,vf:season:3093653,11,vf:match:season:vflm5171:md:11:Tottenham:Wolverhampton,Tottenham,Wolverhampton,0,0,0,,,,,,,False,True,False,False,True,True,False,True,False,True,False
42442,VFLM 5171,vf:season:3093653,11,vf:season:3093653:11:Tottenham:London Guns,Tottenham,London Guns,2,0,2,1.2,1.65,2.05,1.4,1.6,2.25,True,True,True,False,True,True,False,True,True,False,False
42437,VFLM 5171,vf:season:3093653,11,vf:season:3093653:11:West Ham:Chelsea,West Ham,Chelsea,1,2,3,1.15,1.55,2.3,1.55,1.5,2.45,True,True,True,True,False,True,True,False,False,False,True
42435,VFLM 5171,vf:season:3093653,11,vf:season:3093653:11:Wolverhampton:Brighton,Wolverhampton,Brighton,4,2,6,1.18,1.65,2.05,1.35,1.6,2.2,True,True,True,True,False,False,True,False,True,False,False
42448,VFLM 5171,vf:season:3093653,12,vf:season:3093653:12:Bournemouth:Wolverhampton,Bournemouth,Wolverhampton,0,1,1,1.25,1.8,1.9,1.3,1.75,1.95,True,True,False,False,True,True,False,True,False,False,True
196693,VFLM 5171,vf:season:3093653,12,vf:match:season:vflm5171:md:12:Bournemouth:Leeds,Bournemouth,Leeds,3,1,4,,,,,,,False,True,True,True,False,False,True,False,True,False,False
196695,VFLM 5171,vf:season:3093653,12,vf:match:season:vflm5171:md:12:Brighton:LondonGuns,Brighton,London Guns,0,1,1,,,,,,,False,True,False,False,True,True,False,True,False,False,True
42443,VFLM 5171,vf:season:3093653,12,vf:season:3093653:12:Brighton:Tottenham,Brighton,Tottenham,3,2,5,1.3,2.15,1.65,1.22,1.9,1.8,True,True,True,True,False,False,True,False,True,False,False
42444,VFLM 5171,vf:season:3093653,12,vf:season:3093653:12:Chelsea:Leeds,Chelsea,Leeds,4,0,4,1.3,2.15,1.65,1.22,2.35,1.55,True,True,True,True,False,False,False,True,True,False,False
196697,VFLM 5171,vf:season:3093653,12,vf:match:season:vflm5171:md:12:CrystalPalace:ManchesterRed,Crystal Palace,Manchester Red,1,1,2,,,,,,,False,True,True,False,True,True,True,False,False,True,False
42446,VFLM 5171,vf:season:3093653,12,vf:season:3093653:12:Everton:West Ham,Everton,West Ham,2,0,2,1.4,2.25,1.55,1.2,2.0,1.75,True,True,True,False,True,True,False,True,True,False,False
196699,VFLM 5171,vf:season:3093653,12,vf:match:season:vflm5171:md:12:Everton:ManchesterBlue,Everton,Manchester Blue,2,1,3,,,,,,,False,True,True,True,False,True,True,False,True,False,False
42450,VFLM 5171,vf:season:3093653,12,vf:season:3093653:12:Fulham:Newcastle,Fulham,Newcastle,0,1,1,1.4,2.25,1.55,1.2,2.05,1.7,True,True,False,False,True,True,False,True,False,False,True
196700,VFLM 5171,vf:season:3093653,12,vf:match:season:vflm5171:md:12:Liverpool:Fulham,Liverpool,Fulham,0,2,2,,,,,,,False,True,True,False,True,True,False,True,False,False,True
42445,VFLM 5171,vf:season:3093653,12,vf:season:3093653:12:London Guns:Crystal Palace,London Guns,Crystal Palace,3,0,3,1.16,1.65,2.1,1.45,1.8,1.9,True,True,True,True,False,True,False,True,True,False,False
42449,VFLM 5171,vf:season:3093653,12,vf:season:3093653:12:Manchester Blue:Aston Villa,Manchester Blue,Aston Villa,2,4,6,1.2,1.65,2.05,1.35,1.7,2.0,True,True,True,True,False,False,True,False,False,False,True
42447,VFLM 5171,vf:season:3093653,12,vf:season:3093653:12:Manchester Red:Liverpool,Manchester Red,Liverpool,1,2,3,1.35,1.9,1.8,1.25,1.8,1.9,True,True,True,True,False,True,True,False,False,False,True
196698,VFLM 5171,vf:season:3093653,12,vf:match:season:vflm5171:md:12:Newcastle:Tottenham,Newcastle,Tottenham,1,2,3,,,,,,,False,True,True,True,False,True,True,False,False,False,True
196694,VFLM 5171,vf:season:3093653,12,vf:match:season:vflm5171:md:12:WestHam:AstonVilla,West Ham,Aston Villa,1,4,5,,,,,,,False,True,True,True,False,False,True,False,False,False,True
196696,VFLM 5171,vf:season:3093653,12,vf:match:season:vflm5171:md:12:Wolverhampton:Chelsea,Wolverhampton,Chelsea,0,6,6,,,,,,,False,True,True,True,False,False,False,True,False,False,True
196690,VFLM 5171,vf:season:3093653,13,vf:match:season:vflm5171:md:13:AstonVilla:CrystalPalace,Aston Villa,Crystal Palace,0,0,0,,,,,,,False,True,False,False,True,True,False,True,False,True,False
42455,VFLM 5171,vf:season:3093653,13,vf:season:3093653:13:Aston Villa:Fulham,Aston Villa,Fulham,1,0,1,1.4,2.4,1.5,1.16,2.5,1.45,True,True,False,False,True,True,False,True,True,False,False
196691,VFLM 5171,vf:season:3093653,13,vf:match:season:vflm5171:md:13:Chelsea:Newcastle,Chelsea,Newcastle,0,0,0,,,,,,,False,True,False,False,True,True,False,True,False,True,False
42456,VFLM 5171,vf:season:3093653,13,vf:season:3093653:13:Crystal Palace:Brighton,Crystal Palace,Brighton,3,0,3,1.25,1.9,1.8,1.25,1.8,1.95,True,True,True,True,False,True,False,True,True,False,False
42453,VFLM 5171,vf:season:3093653,13,vf:season:3093653:13:Everton:Chelsea,Everton,Chelsea,1,3,4,1.35,2.3,1.55,1.22,1.95,1.75,True,True,True,True,False,False,True,False,False,False,True
196687,VFLM 5171,vf:season:3093653,13,vf:match:season:vflm5171:md:13:Fulham:Wolverhampton,Fulham,Wolverhampton,0,0,0,,,,,,,False,True,False,False,True,True,False,True,False,True,False
196686,VFLM 5171,vf:season:3093653,13,vf:match:season:vflm5171:md:13:Leeds:Everton,Leeds,Everton,0,2,2,,,,,,,False,True,True,False,True,True,False,True,False,False,True
196692,VFLM 5171,vf:season:3093653,13,vf:match:season:vflm5171:md:13:Liverpool:Brighton,Liverpool,Brighton,1,2,3,,,,,,,False,True,True,True,False,True,True,False,False,False,True
42451,VFLM 5171,vf:season:3093653,13,vf:season:3093653:13:Liverpool:London Guns,Liverpool,London Guns,0,0,0,1.22,1.75,2.0,1.4,1.7,2.0,True,True,False,False,True,True,False,True,False,True,False
196685,VFLM 5171,vf:season:3093653,13,vf:match:season:vflm5171:md:13:ManchesterBlue:WestHam,Manchester Blue,West Ham,1,1,2,,,,,,,False,True,True,False,True,True,True,False,False,True,False
196689,VFLM 5171,vf:season:3093653,13,vf:match:season:vflm5171:md:13:ManchesterRed:LondonGuns,Manchester Red,London Guns,1,1,2,,,,,,,False,True,True,False,True,True,True,False,False,True,False
42454,VFLM 5171,vf:season:3093653,13,vf:season:3093653:13:Newcastle:Leeds,Newcastle,Leeds,0,0,0,1.55,2.55,1.45,1.12,2.15,1.6,True,True,False,False,True,True,False,True,False,True,False
42452,VFLM 5171,vf:season:3093653,13,vf:season:3093653:13:Tottenham:Bournemouth,Tottenham,Bournemouth,2,2,4,1.2,1.7,2.05,1.35,1.95,1.75,True,True,True,True,False,False,True,False,False,True,False
42457,VFLM 5171,vf:season:3093653,13,vf:season:3093653:13:West Ham:Manchester Red,West Ham,Manchester Red,0,0,0,1.25,1.85,1.9,1.3,1.7,2.0,True,True,False,False,True,True,False,True,False,True,False
42458,VFLM 5171,vf:season:3093653,13,vf:season:3093653:13:Wolverhampton:Manchester Blue,Wolverhampton,Manchester Blue,1,3,4,1.08,1.45,2.55,1.65,1.45,2.5,True,True,True,True,False,False,True,False,False,False,True
196682,VFLM 5171,vf:season:3093653,14,vf:match:season:vflm5171:md:14:Bournemouth:Chelsea,Bournemouth,Chelsea,0,3,3,,,,,,,False,True,True,True,False,True,False,True,False,False,True
42466,VFLM 5171,vf:season:3093653,14,vf:season:3093653:14:Bournemouth:Crystal Palace,Bournemouth,Crystal Palace,2,1,3,1.35,2.1,1.65,1.22,1.75,1.95,True,True,True,True,False,True,True,False,True,False,False
42459,VFLM 5171,vf:season:3093653,14,vf:season:3093653:14:Brighton:Liverpool,Brighton,Liverpool,3,3,6,1.35,2.1,1.65,1.25,1.9,1.8,True,True,True,True,False,False,True,False,False,True,False
196681,VFLM 5171,vf:season:3093653,14,vf:match:season:vflm5171:md:14:Brighton:ManchesterRed,Brighton,Manchester Red,1,2,3,,,,,,,False,True,True,True,False,True,True,False,False,False,True
42464,VFLM 5171,vf:season:3093653,14,vf:season:3093653:14:Chelsea:Newcastle,Chelsea,Newcastle,2,0,2,1.16,1.65,2.15,1.4,1.95,1.75,True,True,True,False,True,True,False,True,True,False,False
196679,VFLM 5171,vf:season:3093653,14,vf:match:season:vflm5171:md:14:CrystalPalace:ManchesterBlue,Crystal Palace,Manchester Blue,2,2,4,,,,,,,False,True,True,True,False,False,True,False,False,True,False
196684,VFLM 5171,vf:season:3093653,14,vf:match:season:vflm5171:md:14:Everton:Tottenham,Everton,Tottenham,1,1,2,,,,,,,False,True,True,False,True,True,True,False,False,True,False
42463,VFLM 5171,vf:season:3093653,14,vf:season:3093653:14:Fulham:Wolverhampton,Fulham,Wolverhampton,0,2,2,1.3,2.05,1.7,1.25,1.85,1.85,True,True,True,False,True,True,False,True,False,False,True
42460,VFLM 5171,vf:season:3093653,14,vf:season:3093653:14:Leeds:Aston Villa,Leeds,Aston Villa,0,1,1,1.75,3.0,1.35,1.08,2.65,1.45,True,True,False,False,True,True,False,True,False,False,True
196683,VFLM 5171,vf:season:3093653,14,vf:match:season:vflm5171:md:14:LondonGuns:AstonVilla,London Guns,Aston Villa,2,0,2,,,,,,,False,True,True,False,True,True,False,True,True,False,False
42462,VFLM 5171,vf:season:3093653,14,vf:season:3093653:14:London Guns:West Ham,London Guns,West Ham,2,0,2,1.14,1.55,2.35,1.5,1.55,2.3,True,True,True,False,True,True,False,True,True,False,False
42461,VFLM 5171,vf:season:3093653,14,vf:season:3093653:14:Manchester Blue:Tottenham,Manchester Blue,Tottenham,2,1,3,1.16,1.55,2.35,1.55,1.55,2.25,True,True,True,True,False,True,True,False,True,False,False
42465,VFLM 5171,vf:season:3093653,14,vf:season:3093653:14:Manchester Red:Everton,Manchester Red,Everton,2,1,3,1.4,2.15,1.6,1.2,2.3,1.55,True,True,True,True,False,True,True,False,True,False,False
196677,VFLM 5171,vf:season:3093653,14,vf:match:season:vflm5171:md:14:Newcastle:Fulham,Newcastle,Fulham,0,1,1,,,,,,,False,True,False,False,True,True,False,True,False,False,True
196680,VFLM 5171,vf:season:3093653,14,vf:match:season:vflm5171:md:14:WestHam:Leeds,West Ham,Leeds,3,1,4,,,,,,,False,True,True,True,False,False,True,False,True,False,False
196678,VFLM 5171,vf:season:3093653,14,vf:match:season:vflm5171:md:14:Wolverhampton:Liverpool,Wolverhampton,Liverpool,0,2,2,,,,,,,False,True,True,False,True,True,False,True,False,False,True
42472,VFLM 5171,vf:season:3093653,15,vf:season:3093653:15:Aston Villa:Newcastle,Aston Villa,Newcastle,2,1,3,1.3,1.95,1.75,1.22,2.3,1.55,True,True,True,True,False,True,True,False,True,False,False
196672,VFLM 5171,vf:season:3093653,15,vf:match:season:vflm5171:md:15:AstonVilla:ManchesterRed,Aston Villa,Manchester Red,2,1,3,,,,,,,False,True,True,True,False,True,True,False,True,False,False
196671,VFLM 5171,vf:season:3093653,15,vf:match:season:vflm5171:md:15:Chelsea:Everton,Chelsea,Everton,3,0,3,,,,,,,False,True,True,True,False,True,False,True,True,False,False
42469,VFLM 5171,vf:season:3093653,15,vf:season:3093653:15:Crystal Palace:Manchester Blue,Crystal Palace,Manchester Blue,3,2,5,1.22,1.65,2.05,1.45,1.75,1.95,True,True,True,True,False,False,True,False,True,False,False
42471,VFLM 5171,vf:season:3093653,15,vf:season:3093653:15:Everton:London Guns,Everton,London Guns,1,0,1,1.45,2.2,1.6,1.18,1.95,1.75,True,True,False,False,True,True,False,True,True,False,False
196676,VFLM 5171,vf:season:3093653,15,vf:match:season:vflm5171:md:15:Fulham:Bournemouth,Fulham,Bournemouth,0,0,0,,,,,,,False,True,False,False,True,True,False,True,False,True,False
196669,VFLM 5171,vf:season:3093653,15,vf:match:season:vflm5171:md:15:Leeds:CrystalPalace,Leeds,Crystal Palace,0,3,3,,,,,,,False,True,True,True,False,True,False,True,False,False,True
42474,VFLM 5171,vf:season:3093653,15,vf:season:3093653:15:Liverpool:Bournemouth,Liverpool,Bournemouth,6,0,6,1.18,1.65,2.05,1.35,2.2,1.6,True,True,True,True,False,False,False,True,True,False,False
196674,VFLM 5171,vf:season:3093653,15,vf:match:season:vflm5171:md:15:Liverpool:Newcastle,Liverpool,Newcastle,2,0,2,,,,,,,False,True,True,False,True,True,False,True,True,False,False
196670,VFLM 5171,vf:season:3093653,15,vf:match:season:vflm5171:md:15:ManchesterBlue:LondonGuns,Manchester Blue,London Guns,0,2,2,,,,,,,False,True,True,False,True,True,False,True,False,False,True
42473,VFLM 5171,vf:season:3093653,15,vf:season:3093653:15:Manchester Red:Chelsea,Manchester Red,Chelsea,2,3,5,1.2,1.85,1.9,1.35,1.65,2.15,True,True,True,True,False,False,True,False,False,False,True
42470,VFLM 5171,vf:season:3093653,15,vf:season:3093653:15:Tottenham:Fulham,Tottenham,Fulham,3,2,5,1.25,1.9,1.8,1.25,2.15,1.65,True,True,True,True,False,False,True,False,True,False,False
196675,VFLM 5171,vf:season:3093653,15,vf:match:season:vflm5171:md:15:Tottenham:WestHam,Tottenham,West Ham,1,0,1,,,,,,,False,True,False,False,True,True,False,True,True,False,False
42468,VFLM 5171,vf:season:3093653,15,vf:season:3093653:15:West Ham:Brighton,West Ham,Brighton,1,1,2,1.3,2.1,1.65,1.3,1.75,1.95,True,True,True,False,True,True,True,False,False,True,False
196673,VFLM 5171,vf:season:3093653,15,vf:match:season:vflm5171:md:15:Wolverhampton:Brighton,Wolverhampton,Brighton,1,2,3,,,,,,,False,True,True,True,False,True,True,False,False,False,True
42467,VFLM 5171,vf:season:3093653,15,vf:season:3093653:15:Wolverhampton:Leeds,Wolverhampton,Leeds,0,3,3,1.35,2.1,1.65,1.25,1.95,1.75,True,True,True,True,False,True,False,True,False,False,True
196667,VFLM 5171,vf:season:3093653,16,vf:match:season:vflm5171:md:16:Bournemouth:Liverpool,Bournemouth,Liverpool,0,3,3,,,,,,,False,True,True,True,False,True,False,True,False,False,True
196668,VFLM 5171,vf:season:3093653,16,vf:match:season:vflm5171:md:16:Brighton:AstonVilla,Brighton,Aston Villa,1,1,2,,,,,,,False,True,True,False,True,True,True,False,False,True,False
42475,VFLM 5171,vf:season:3093653,16,vf:match:1403203384,Chelsea,Aston Villa,1,0,1,1.35,1.95,1.75,1.25,1.8,1.9,True,True,False,False,True,True,False,True,True,False,False
42478,VFLM 5171,vf:season:3093653,16,vf:match:1403203380,Crystal Palace,Fulham,2,0,2,1.5,2.4,1.5,1.16,2.15,1.6,True,True,True,False,True,True,False,True,True,False,False
196666,VFLM 5171,vf:season:3093653,16,vf:match:season:vflm5171:md:16:CrystalPalace:Tottenham,Crystal Palace,Tottenham,2,3,5,,,,,,,False,True,True,True,False,False,True,False,False,False,True
196662,VFLM 5171,vf:season:3093653,16,vf:match:season:vflm5171:md:16:Everton:Fulham,Everton,Fulham,0,1,1,,,,,,,False,True,False,False,True,True,False,True,False,False,True
42482,VFLM 5171,vf:season:3093653,16,vf:match:1403203379,Everton,Brighton,3,0,3,1.55,2.8,1.4,1.1,2.25,1.55,True,True,True,True,False,True,False,True,True,False,False
42479,VFLM 5171,vf:season:3093653,16,vf:match:1403203381,Liverpool,Manchester Blue,1,3,4,1.16,1.65,2.15,1.45,1.55,2.35,True,True,True,True,False,False,True,False,False,False,True
196664,VFLM 5171,vf:season:3093653,16,vf:match:season:vflm5171:md:16:LondonGuns:Leeds,London Guns,Leeds,3,3,6,,,,,,,False,True,True,True,False,False,True,False,False,True,False
196665,VFLM 5171,vf:season:3093653,16,vf:match:season:vflm5171:md:16:ManchesterRed:ManchesterBlue,Manchester Red,Manchester Blue,3,1,4,,,,,,,False,True,True,True,False,False,True,False,True,False,False
42481,VFLM 5171,vf:season:3093653,16,vf:match:1403203383,Manchester Red,London Guns,3,1,4,1.22,1.7,2.0,1.35,1.65,2.15,True,True,True,True,False,False,True,False,True,False,False
196663,VFLM 5171,vf:season:3093653,16,vf:match:season:vflm5171:md:16:Newcastle:Wolverhampton,Newcastle,Wolverhampton,1,1,2,,,,,,,False,True,True,False,True,True,True,False,False,True,False
42480,VFLM 5171,vf:season:3093653,16,vf:match:1403203382,Tottenham,Leeds,1,0,1,1.35,2.1,1.65,1.22,2.25,1.55,True,True,False,False,True,True,False,True,True,False,False
196661,VFLM 5171,vf:season:3093653,16,vf:match:season:vflm5171:md:16:WestHam:Chelsea,West Ham,Chelsea,2,2,4,,,,,,,False,True,True,True,False,False,True,False,False,True,False
42477,VFLM 5171,vf:season:3093653,16,vf:match:1403203386,West Ham,Bournemouth,2,0,2,1.22,1.75,1.95,1.35,1.8,1.9,True,True,True,False,True,True,False,True,True,False,False
42476,VFLM 5171,vf:season:3093653,16,vf:match:1403203385,Wolverhampton,Newcastle,5,2,7,1.15,1.55,2.25,1.45,1.55,2.25,True,True,True,True,False,False,True,False,True,False,False
196659,VFLM 5171,vf:season:3093653,17,vf:match:season:vflm5171:md:17:AstonVilla:Liverpool,Aston Villa,Liverpool,0,0,0,,,,,,,False,True,False,False,True,True,False,True,False,True,False
42486,VFLM 5171,vf:season:3093653,17,vf:match:1403203391,Aston Villa,Wolverhampton,4,2,6,1.22,1.7,2.0,1.35,1.75,1.95,True,True,True,True,False,False,True,False,True,False,False
42485,VFLM 5171,vf:season:3093653,17,vf:match:1403203390,Bournemouth,Everton,0,0,0,1.55,2.75,1.4,1.12,2.25,1.55,True,True,False,False,True,True,False,True,False,True,False
42488,VFLM 5171,vf:season:3093653,17,vf:match:1403203392,Brighton,Manchester Red,2,0,2,1.3,2.05,1.7,1.22,1.95,1.75,True,True,True,False,True,True,False,True,True,False,False
196660,VFLM 5171,vf:season:3093653,17,vf:match:season:vflm5171:md:17:CrystalPalace:Bournemouth,Crystal Palace,Bournemouth,0,1,1,,,,,,,False,True,False,False,True,True,False,True,False,False,True
42484,VFLM 5171,vf:season:3093653,17,vf:match:1403203389,Fulham,Liverpool,0,0,0,1.45,2.4,1.5,1.16,2.35,1.5,True,True,False,False,True,True,False,True,False,True,False
42490,VFLM 5171,vf:season:3093653,17,vf:match:1403203394,Leeds,Crystal Palace,3,1,4,1.45,2.55,1.45,1.15,2.1,1.65,True,True,True,True,False,False,True,False,True,False,False
196654,VFLM 5171,vf:season:3093653,17,vf:match:season:vflm5171:md:17:Leeds:Chelsea,Leeds,Chelsea,1,1,2,,,,,,,False,True,True,False,True,True,True,False,False,True,False
196653,VFLM 5171,vf:season:3093653,17,vf:match:season:vflm5171:md:17:LondonGuns:Newcastle,London Guns,Newcastle,2,2,4,,,,,,,False,True,True,True,False,False,True,False,False,True,False
42483,VFLM 5171,vf:season:3093653,17,vf:match:1403203388,London Guns,Chelsea,1,1,2,1.15,1.5,2.4,1.6,1.5,2.45,True,True,True,False,True,True,True,False,False,True,False
42489,VFLM 5171,vf:season:3093653,17,vf:match:1403203393,Manchester Blue,West Ham,1,0,1,1.08,1.3,3.2,1.85,1.55,2.25,True,True,False,False,True,True,False,True,True,False,False
196657,VFLM 5171,vf:season:3093653,17,vf:match:season:vflm5171:md:17:ManchesterBlue:Fulham,Manchester Blue,Fulham,1,0,1,,,,,,,False,True,False,False,True,True,False,True,True,False,False
196658,VFLM 5171,vf:season:3093653,17,vf:match:season:vflm5171:md:17:ManchesterRed:Wolverhampton,Manchester Red,Wolverhampton,2,1,3,,,,,,,False,True,True,True,False,True,True,False,True,False,False
