event_id,home_team,away_team,E_total_ou_cdf,E_total_exact_goals,E_total_h2h,E_total_blend,P_T_pmf_ou,top_scorelines_book_cs,top_scorelines_model,actual_total
vf:match:1404287172,Wolverhampton,West Ham,,,3.177,3.177,,[],"[{'scoreline': '1:1', 'p': 0.1051}, {'scoreline': '2:1', 'p': 0.0868}, {'scoreline': '1:2', 'p': 0.0801}]",5
vf:match:1404287171,Everton,Chelsea,,,2.456,2.456,,[],"[{'scoreline': '1:1', 'p': 0.1291}, {'scoreline': '1:0', 'p': 0.1095}, {'scoreline': '0:1', 'p': 0.1011}]",3
vf:match:1404287170,Tottenham,Liverpool,,,2.859,2.859,,[],"[{'scoreline': '1:1', 'p': 0.117}, {'scoreline': '2:1', 'p': 0.0869}, {'scoreline': '1:0', 'p': 0.0852}]",2
vf:match:1404287169,Bournemouth,Crystal Palace,,,2.496,2.496,,[],"[{'scoreline': '1:1', 'p': 0.1282}, {'scoreline': '1:0', 'p': 0.107}, {'scoreline': '0:1', 'p': 0.0987}]",0
vf:match:1404287168,Chelsea,Tottenham,,,2.794,2.794,,[],"[{'scoreline': '1:1', 'p': 0.1192}, {'scoreline': '1:0', 'p': 0.0889}, {'scoreline': '2:1', 'p': 0.0866}]",3
vf:match:1404287167,Liverpool,Aston Villa,,,2.477,2.477,,[],"[{'scoreline': '1:1', 'p': 0.1286}, {'scoreline': '1:0', 'p': 0.1082}, {'scoreline': '0:1', 'p': 0.0999}]",7
vf:match:1404287166,Leeds,Wolverhampton,,,2.391,2.391,,[],"[{'scoreline': '1:1', 'p': 0.1306}, {'scoreline': '1:0', 'p': 0.1138}, {'scoreline': '0:1', 'p': 0.1051}]",4
vf:match:1404287165,Fulham,Manchester Blue,,,2.403,2.403,,[],"[{'scoreline': '1:1', 'p': 0.1304}, {'scoreline': '1:0', 'p': 0.113}, {'scoreline': '0:1', 'p': 0.1043}]",1
vf:match:1404287164,Crystal Palace,Manchester Red,,,2.835,2.835,,[],"[{'scoreline': '1:1', 'p': 0.1178}, {'scoreline': '2:1', 'p': 0.0868}, {'scoreline': '1:0', 'p': 0.0866}]",6
vf:match:1404287163,London Guns,Everton,,,2.366,2.366,,[],"[{'scoreline': '1:1', 'p': 0.1311}, {'scoreline': '1:0', 'p': 0.1155}, {'scoreline': '0:1', 'p': 0.1066}]",6
vf:match:1404287162,Brighton,Newcastle,,,2.15,2.15,,[],"[{'scoreline': '1:1', 'p': 0.1344}, {'scoreline': '1:0', 'p': 0.1302}, {'scoreline': '0:1', 'p': 0.1202}]",1
vf:match:1404287161,West Ham,Bournemouth,,,2.603,2.603,,[],"[{'scoreline': '1:1', 'p': 0.1252}, {'scoreline': '1:0', 'p': 0.1002}, {'scoreline': '0:1', 'p': 0.0925}]",2
vf:match:1404287160,Newcastle,Fulham,,,2.086,2.086,,[],"[{'scoreline': '1:1', 'p': 0.1349}, {'scoreline': '1:0', 'p': 0.1347}, {'scoreline': '0:1', 'p': 0.1243}]",4
vf:match:1404287159,Aston Villa,Chelsea,,,2.434,2.434,,[],"[{'scoreline': '1:1', 'p': 0.1297}, {'scoreline': '1:0', 'p': 0.111}, {'scoreline': '0:1', 'p': 0.1024}]",1
vf:match:1404287158,West Ham,Leeds,,,2.26,2.26,,[],"[{'scoreline': '1:1', 'p': 0.133}, {'scoreline': '1:0', 'p': 0.1226}, {'scoreline': '0:1', 'p': 0.1132}]",1
vf:match:1404287157,Manchester Blue,Liverpool,,,2.967,2.967,,[],"[{'scoreline': '1:1', 'p': 0.1131}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",4
vf:match:1404287156,Tottenham,London Guns,,,2.764,2.764,,[],"[{'scoreline': '1:1', 'p': 0.1202}, {'scoreline': '1:0', 'p': 0.0906}, {'scoreline': '2:1', 'p': 0.0864}]",2
vf:match:1404287155,Bournemouth,Manchester Red,,,2.645,2.645,,[],"[{'scoreline': '1:1', 'p': 0.124}, {'scoreline': '1:0', 'p': 0.0977}, {'scoreline': '0:1', 'p': 0.0901}]",1
vf:match:1404287154,Wolverhampton,Brighton,,,2.846,2.846,,[],"[{'scoreline': '1:1', 'p': 0.1174}, {'scoreline': '2:1', 'p': 0.0869}, {'scoreline': '1:0', 'p': 0.0859}]",5
vf:match:1404287153,Everton,Crystal Palace,,,2.144,2.144,,[],"[{'scoreline': '1:1', 'p': 0.1345}, {'scoreline': '1:0', 'p': 0.1306}, {'scoreline': '0:1', 'p': 0.1206}]",2
vf:match:1404287152,London Guns,Aston Villa,,,2.255,2.255,,[],"[{'scoreline': '1:1', 'p': 0.1331}, {'scoreline': '1:0', 'p': 0.123}, {'scoreline': '0:1', 'p': 0.1135}]",5
vf:match:1404287151,Manchester Red,Everton,,,2.412,2.412,,[],"[{'scoreline': '1:1', 'p': 0.1302}, {'scoreline': '1:0', 'p': 0.1124}, {'scoreline': '0:1', 'p': 0.1038}]",2
vf:match:1404287150,Chelsea,Manchester Blue,,,3.098,3.098,,[],"[{'scoreline': '1:1', 'p': 0.1081}, {'scoreline': '2:1', 'p': 0.0871}, {'scoreline': '1:2', 'p': 0.0804}]",3
vf:match:1404287149,Crystal Palace,Tottenham,,,2.85,2.85,,[],"[{'scoreline': '1:1', 'p': 0.1173}, {'scoreline': '2:1', 'p': 0.0869}, {'scoreline': '1:0', 'p': 0.0857}]",2
vf:match:1404287148,Liverpool,Newcastle,,,2.765,2.765,,[],"[{'scoreline': '1:1', 'p': 0.1202}, {'scoreline': '1:0', 'p': 0.0905}, {'scoreline': '2:1', 'p': 0.0864}]",3
vf:match:1404287147,Leeds,Bournemouth,,,1.987,1.987,,[],"[{'scoreline': '1:0', 'p': 0.1417}, {'scoreline': '0:0', 'p': 0.1371}, {'scoreline': '1:1', 'p': 0.1351}]",1
vf:match:1404287146,Fulham,Wolverhampton,,,2.516,2.516,,[],"[{'scoreline': '1:1', 'p': 0.1276}, {'scoreline': '1:0', 'p': 0.1057}, {'scoreline': '0:1', 'p': 0.0976}]",3
vf:match:1404287145,Brighton,West Ham,,,2.532,2.532,,[],"[{'scoreline': '1:1', 'p': 0.1272}, {'scoreline': '1:0', 'p': 0.1047}, {'scoreline': '0:1', 'p': 0.0966}]",1
vf:match:1404287144,Wolverhampton,Liverpool,,,2.87,2.87,,[],"[{'scoreline': '1:1', 'p': 0.1166}, {'scoreline': '2:1', 'p': 0.087}, {'scoreline': '1:0', 'p': 0.0846}]",3
vf:match:1404287143,West Ham,Fulham,,,2.44,2.44,,[],"[{'scoreline': '1:1', 'p': 0.1295}, {'scoreline': '1:0', 'p': 0.1106}, {'scoreline': '0:1', 'p': 0.1021}]",4
vf:match:1404287142,Bournemouth,Everton,,,1.99,1.99,,[],"[{'scoreline': '1:0', 'p': 0.1415}, {'scoreline': '0:0', 'p': 0.1367}, {'scoreline': '1:1', 'p': 0.1351}]",1
vf:match:1404287141,Newcastle,Chelsea,,,3.154,3.154,,[],"[{'scoreline': '1:1', 'p': 0.106}, {'scoreline': '2:1', 'p': 0.0869}, {'scoreline': '1:2', 'p': 0.0802}]",4
vf:match:1404287140,Leeds,Brighton,,,1.887,1.887,,[],"[{'scoreline': '0:0', 'p': 0.1515}, {'scoreline': '1:0', 'p': 0.1487}, {'scoreline': '0:1', 'p': 0.1372}]",2
vf:match:1404287139,Aston Villa,Crystal Palace,,,2.655,2.655,,[],"[{'scoreline': '1:1', 'p': 0.1237}, {'scoreline': '1:0', 'p': 0.0971}, {'scoreline': '0:1', 'p': 0.0896}]",2
vf:match:1404287138,Tottenham,Manchester Red,,,2.685,2.685,,[],"[{'scoreline': '1:1', 'p': 0.1228}, {'scoreline': '1:0', 'p': 0.0953}, {'scoreline': '0:1', 'p': 0.0879}]",3
vf:match:1404287137,Manchester Blue,London Guns,,,3.288,3.288,,[],"[{'scoreline': '1:1', 'p': 0.1007}, {'scoreline': '2:1', 'p': 0.0861}, {'scoreline': '1:2', 'p': 0.0795}]",3
vf:match:1404287136,Crystal Palace,Manchester Blue,,,3.14,3.14,,[],"[{'scoreline': '1:1', 'p': 0.1065}, {'scoreline': '2:1', 'p': 0.087}, {'scoreline': '1:2', 'p': 0.0803}]",2
vf:match:1404287135,Chelsea,Wolverhampton,,,3.117,3.117,,[],"[{'scoreline': '1:1', 'p': 0.1074}, {'scoreline': '2:1', 'p': 0.087}, {'scoreline': '1:2', 'p': 0.0803}]",3
vf:match:1404287134,Manchester Red,Aston Villa,,,2.163,2.163,,[],"[{'scoreline': '1:1', 'p': 0.1343}, {'scoreline': '1:0', 'p': 0.1293}, {'scoreline': '0:1', 'p': 0.1194}]",2
vf:match:1404287133,Liverpool,West Ham,,,2.612,2.612,,[],"[{'scoreline': '1:1', 'p': 0.125}, {'scoreline': '1:0', 'p': 0.0997}, {'scoreline': '0:1', 'p': 0.092}]",4
vf:match:1404287132,Everton,Tottenham,,,2.424,2.424,,[],"[{'scoreline': '1:1', 'p': 0.1299}, {'scoreline': '1:0', 'p': 0.1116}, {'scoreline': '0:1', 'p': 0.103}]",4
vf:match:1404287131,Fulham,Leeds,,,1.716,1.716,,[],"[{'scoreline': '0:0', 'p': 0.1798}, {'scoreline': '1:0', 'p': 0.1604}, {'scoreline': '0:1', 'p': 0.1481}]",4
vf:match:1404287130,Brighton,Bournemouth,,,2.12,2.12,,[],"[{'scoreline': '1:1', 'p': 0.1347}, {'scoreline': '1:0', 'p': 0.1323}, {'scoreline': '0:1', 'p': 0.1221}]",3
vf:match:1404287129,London Guns,Newcastle,,,2.87,2.87,,[],"[{'scoreline': '1:1', 'p': 0.1166}, {'scoreline': '2:1', 'p': 0.087}, {'scoreline': '1:0', 'p': 0.0846}]",2
vf:match:1404287128,West Ham,Chelsea,,,3.047,3.047,,[],"[{'scoreline': '1:1', 'p': 0.1101}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",5
vf:match:1404287127,Newcastle,Crystal Palace,,,2.498,2.498,,[],"[{'scoreline': '1:1', 'p': 0.1281}, {'scoreline': '1:0', 'p': 0.1068}, {'scoreline': '0:1', 'p': 0.0986}]",2
vf:match:1404287126,Aston Villa,Everton,,,1.923,1.923,,[],"[{'scoreline': '0:0', 'p': 0.1462}, {'scoreline': '1:0', 'p': 0.1462}, {'scoreline': '0:1', 'p': 0.1349}]",1
vf:match:1404287125,Brighton,Fulham,,,2.036,2.036,,[],"[{'scoreline': '1:0', 'p': 0.1382}, {'scoreline': '1:1', 'p': 0.1351}, {'scoreline': '0:0', 'p': 0.1305}]",2
vf:match:1404287124,Manchester Blue,Manchester Red,,,2.676,2.676,,[],"[{'scoreline': '1:1', 'p': 0.123}, {'scoreline': '1:0', 'p': 0.0958}, {'scoreline': '0:1', 'p': 0.0884}]",1
vf:match:1404287123,Wolverhampton,London Guns,,,3.028,3.028,,[],"[{'scoreline': '1:1', 'p': 0.1108}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",1
vf:match:1404287122,Bournemouth,Tottenham,,,2.498,2.498,,[],"[{'scoreline': '1:1', 'p': 0.1281}, {'scoreline': '1:0', 'p': 0.1068}, {'scoreline': '0:1', 'p': 0.0986}]",2
vf:match:1404287121,Leeds,Liverpool,,,2.201,2.201,,[],"[{'scoreline': '1:1', 'p': 0.1338}, {'scoreline': '1:0', 'p': 0.1267}, {'scoreline': '0:1', 'p': 0.1169}]",4
vf:match:1404287120,Manchester Red,Newcastle,,,2.759,2.759,,[],"[{'scoreline': '1:1', 'p': 0.1204}, {'scoreline': '1:0', 'p': 0.0909}, {'scoreline': '2:1', 'p': 0.0863}]",1
vf:match:1404287119,Liverpool,Brighton,,,2.628,2.628,,[],"[{'scoreline': '1:1', 'p': 0.1245}, {'scoreline': '1:0', 'p': 0.0987}, {'scoreline': '0:1', 'p': 0.0911}]",3
vf:match:1404287118,Fulham,Bournemouth,,,2.004,2.004,,[],"[{'scoreline': '1:0', 'p': 0.1405}, {'scoreline': '1:1', 'p': 0.1351}, {'scoreline': '0:0', 'p': 0.1348}]",0
vf:match:1404287117,Tottenham,Aston Villa,,,2.29,2.29,,[],"[{'scoreline': '1:1', 'p': 0.1326}, {'scoreline': '1:0', 'p': 0.1206}, {'scoreline': '0:1', 'p': 0.1113}]",2
vf:match:1404287116,Chelsea,Leeds,,,2.411,2.411,,[],"[{'scoreline': '1:1', 'p': 0.1302}, {'scoreline': '1:0', 'p': 0.1125}, {'scoreline': '0:1', 'p': 0.1038}]",1
vf:match:1404287115,Crystal Palace,Wolverhampton,,,2.915,2.915,,[],"[{'scoreline': '1:1', 'p': 0.115}, {'scoreline': '2:1', 'p': 0.0871}, {'scoreline': '1:0', 'p': 0.0822}]",4
vf:match:1404287114,London Guns,West Ham,,,2.948,2.948,,[],"[{'scoreline': '1:1', 'p': 0.1138}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",4
vf:match:1404287113,Everton,Manchester Blue,,,2.537,2.537,,[],"[{'scoreline': '1:1', 'p': 0.1271}, {'scoreline': '1:0', 'p': 0.1044}, {'scoreline': '0:1', 'p': 0.0963}]",2
vf:match:1404281978,Newcastle,Chelsea,,,3.154,3.154,,[],"[{'scoreline': '1:1', 'p': 0.106}, {'scoreline': '2:1', 'p': 0.0869}, {'scoreline': '1:2', 'p': 0.0802}]",6
vf:match:1404281977,Manchester Blue,West Ham,,,3.321,3.321,,[],"[{'scoreline': '1:1', 'p': 0.0994}, {'scoreline': '2:1', 'p': 0.0858}, {'scoreline': '1:2', 'p': 0.0792}]",5
vf:match:1404281976,Liverpool,Everton,,,2.168,2.168,,[],"[{'scoreline': '1:1', 'p': 0.1342}, {'scoreline': '1:0', 'p': 0.129}, {'scoreline': '0:1', 'p': 0.1191}]",2
vf:match:1404281975,Wolverhampton,Aston Villa,,,2.794,2.794,,[],"[{'scoreline': '1:1', 'p': 0.1192}, {'scoreline': '1:0', 'p': 0.0889}, {'scoreline': '2:1', 'p': 0.0866}]",1
vf:match:1404281974,Crystal Palace,Bournemouth,,,2.496,2.496,,[],"[{'scoreline': '1:1', 'p': 0.1282}, {'scoreline': '1:0', 'p': 0.107}, {'scoreline': '0:1', 'p': 0.0987}]",3
vf:match:1404281973,Brighton,London Guns,,,2.561,2.561,,[],"[{'scoreline': '1:1', 'p': 0.1264}, {'scoreline': '1:0', 'p': 0.1028}, {'scoreline': '0:1', 'p': 0.0949}]",1
vf:match:1404281972,Manchester Red,Tottenham,,,2.685,2.685,,[],"[{'scoreline': '1:1', 'p': 0.1228}, {'scoreline': '1:0', 'p': 0.0953}, {'scoreline': '0:1', 'p': 0.0879}]",2
vf:match:1404281971,Fulham,Leeds,,,1.716,1.716,,[],"[{'scoreline': '0:0', 'p': 0.1798}, {'scoreline': '1:0', 'p': 0.1604}, {'scoreline': '0:1', 'p': 0.1481}]",3
vf:match:1404281970,Aston Villa,Crystal Palace,,,2.655,2.655,,[],"[{'scoreline': '1:1', 'p': 0.1237}, {'scoreline': '1:0', 'p': 0.0971}, {'scoreline': '0:1', 'p': 0.0896}]",6
vf:match:1404281969,Everton,Manchester Red,,,2.412,2.412,,[],"[{'scoreline': '1:1', 'p': 0.1302}, {'scoreline': '1:0', 'p': 0.1124}, {'scoreline': '0:1', 'p': 0.1038}]",1
vf:match:1404281968,Chelsea,Brighton,,,2.796,2.796,,[],"[{'scoreline': '1:1', 'p': 0.1191}, {'scoreline': '1:0', 'p': 0.0888}, {'scoreline': '2:1', 'p': 0.0866}]",6
vf:match:1404281967,Leeds,West Ham,,,2.26,2.26,,[],"[{'scoreline': '1:1', 'p': 0.133}, {'scoreline': '1:0', 'p': 0.1226}, {'scoreline': '0:1', 'p': 0.1132}]",2
vf:match:1404281966,Liverpool,Manchester Blue,,,2.967,2.967,,[],"[{'scoreline': '1:1', 'p': 0.1131}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",2
vf:match:1404281965,Tottenham,Wolverhampton,,,2.987,2.987,,[],"[{'scoreline': '1:1', 'p': 0.1123}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",2
vf:match:1404281964,London Guns,Fulham,,,2.571,2.571,,[],"[{'scoreline': '1:1', 'p': 0.1261}, {'scoreline': '1:0', 'p': 0.1022}, {'scoreline': '0:1', 'p': 0.0944}]",2
vf:match:1404281963,Bournemouth,Newcastle,,,2.269,2.269,,[],"[{'scoreline': '1:1', 'p': 0.1329}, {'scoreline': '1:0', 'p': 0.122}, {'scoreline': '0:1', 'p': 0.1126}]",4
vf:match:1404281962,Crystal Palace,Tottenham,,,2.85,2.85,,[],"[{'scoreline': '1:1', 'p': 0.1173}, {'scoreline': '2:1', 'p': 0.0869}, {'scoreline': '1:0', 'p': 0.0857}]",4
vf:match:1404281961,West Ham,London Guns,,,2.948,2.948,,[],"[{'scoreline': '1:1', 'p': 0.1138}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",3
vf:match:1404281960,Brighton,Bournemouth,,,2.12,2.12,,[],"[{'scoreline': '1:1', 'p': 0.1347}, {'scoreline': '1:0', 'p': 0.1323}, {'scoreline': '0:1', 'p': 0.1221}]",2
vf:match:1404281959,Manchester Red,Liverpool,,,2.724,2.724,,[],"[{'scoreline': '1:1', 'p': 0.1215}, {'scoreline': '1:0', 'p': 0.0929}, {'scoreline': '2:1', 'p': 0.0861}]",2
vf:match:1404281958,Manchester Blue,Leeds,,,2.473,2.473,,[],"[{'scoreline': '1:1', 'p': 0.1287}, {'scoreline': '1:0', 'p': 0.1084}, {'scoreline': '0:1', 'p': 0.1001}]",2
vf:match:1404281957,Newcastle,Aston Villa,,,2.405,2.405,,[],"[{'scoreline': '1:1', 'p': 0.1303}, {'scoreline': '1:0', 'p': 0.1129}, {'scoreline': '0:1', 'p': 0.1042}]",4
vf:match:1404281956,Fulham,Chelsea,,,2.637,2.637,,[],"[{'scoreline': '1:1', 'p': 0.1242}, {'scoreline': '1:0', 'p': 0.0981}, {'scoreline': '0:1', 'p': 0.0906}]",6
vf:match:1404281955,Wolverhampton,Everton,,,2.384,2.384,,[],"[{'scoreline': '1:1', 'p': 0.1308}, {'scoreline': '1:0', 'p': 0.1143}, {'scoreline': '0:1', 'p': 0.1055}]",5
vf:match:1404281954,Bournemouth,Fulham,,,2.004,2.004,,[],"[{'scoreline': '1:0', 'p': 0.1405}, {'scoreline': '1:1', 'p': 0.1351}, {'scoreline': '0:0', 'p': 0.1348}]",1
vf:match:1404281953,Manchester Red,Manchester Blue,,,2.676,2.676,,[],"[{'scoreline': '1:1', 'p': 0.123}, {'scoreline': '1:0', 'p': 0.0958}, {'scoreline': '0:1', 'p': 0.0884}]",3
vf:match:1404281952,Aston Villa,Brighton,,,2.345,2.345,,[],"[{'scoreline': '1:1', 'p': 0.1316}, {'scoreline': '1:0', 'p': 0.1169}, {'scoreline': '0:1', 'p': 0.1079}]",5
vf:match:1404281951,Everton,Crystal Palace,,,2.144,2.144,,[],"[{'scoreline': '1:1', 'p': 0.1345}, {'scoreline': '1:0', 'p': 0.1306}, {'scoreline': '0:1', 'p': 0.1206}]",3
vf:match:1404281950,Tottenham,Newcastle,,,2.559,2.559,,[],"[{'scoreline': '1:1', 'p': 0.1265}, {'scoreline': '1:0', 'p': 0.103}, {'scoreline': '0:1', 'p': 0.095}]",4
vf:match:1404281949,Chelsea,West Ham,,,3.047,3.047,,[],"[{'scoreline': '1:1', 'p': 0.1101}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",5
vf:match:1404281948,London Guns,Leeds,,,2.318,2.318,,[],"[{'scoreline': '1:1', 'p': 0.1321}, {'scoreline': '1:0', 'p': 0.1187}, {'scoreline': '0:1', 'p': 0.1096}]",1
vf:match:1404281947,Liverpool,Wolverhampton,,,2.87,2.87,,[],"[{'scoreline': '1:1', 'p': 0.1166}, {'scoreline': '2:1', 'p': 0.087}, {'scoreline': '1:0', 'p': 0.0846}]",0
vf:match:1404281946,Fulham,Aston Villa,,,2.279,2.279,,[],"[{'scoreline': '1:1', 'p': 0.1327}, {'scoreline': '1:0', 'p': 0.1213}, {'scoreline': '0:1', 'p': 0.112}]",5
vf:match:1404281945,Wolverhampton,Manchester Red,,,3.061,3.061,,[],"[{'scoreline': '1:1', 'p': 0.1095}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",2
vf:match:1404281944,Leeds,Chelsea,,,2.411,2.411,,[],"[{'scoreline': '1:1', 'p': 0.1302}, {'scoreline': '1:0', 'p': 0.1125}, {'scoreline': '0:1', 'p': 0.1038}]",4
vf:match:1404281943,West Ham,Bournemouth,,,2.603,2.603,,[],"[{'scoreline': '1:1', 'p': 0.1252}, {'scoreline': '1:0', 'p': 0.1002}, {'scoreline': '0:1', 'p': 0.0925}]",2
vf:match:1404281942,Manchester Blue,London Guns,,,3.288,3.288,,[],"[{'scoreline': '1:1', 'p': 0.1007}, {'scoreline': '2:1', 'p': 0.0861}, {'scoreline': '1:2', 'p': 0.0795}]",3
vf:match:1404281941,Crystal Palace,Liverpool,,,2.831,2.831,,[],"[{'scoreline': '1:1', 'p': 0.1179}, {'scoreline': '2:1', 'p': 0.0868}, {'scoreline': '1:0', 'p': 0.0868}]",5
vf:match:1404281940,Brighton,Tottenham,,,2.43,2.43,,[],"[{'scoreline': '1:1', 'p': 0.1298}, {'scoreline': '1:0', 'p': 0.1112}, {'scoreline': '0:1', 'p': 0.1027}]",0
vf:match:1404281939,Newcastle,Everton,,,2.013,2.013,,[],"[{'scoreline': '1:0', 'p': 0.1398}, {'scoreline': '1:1', 'p': 0.1351}, {'scoreline': '0:0', 'p': 0.1336}]",2
vf:match:1404281938,Everton,Brighton,,,2.064,2.064,,[],"[{'scoreline': '1:0', 'p': 0.1362}, {'scoreline': '1:1', 'p': 0.135}, {'scoreline': '0:0', 'p': 0.1269}]",0
vf:match:1404281937,Bournemouth,Leeds,,,1.987,1.987,,[],"[{'scoreline': '1:0', 'p': 0.1417}, {'scoreline': '0:0', 'p': 0.1371}, {'scoreline': '1:1', 'p': 0.1351}]",1
vf:match:1404281936,Wolverhampton,Manchester Blue,,,3.378,3.378,,[],"[{'scoreline': '1:1', 'p': 0.0972}, {'scoreline': '2:1', 'p': 0.0853}, {'scoreline': '1:2', 'p': 0.0788}]",2
vf:match:1404281935,Tottenham,Fulham,,,2.359,2.359,,[],"[{'scoreline': '1:1', 'p': 0.1313}, {'scoreline': '1:0', 'p': 0.1159}, {'scoreline': '0:1', 'p': 0.107}]",3
vf:match:1404281934,Aston Villa,West Ham,,,2.437,2.437,,[],"[{'scoreline': '1:1', 'p': 0.1296}, {'scoreline': '1:0', 'p': 0.1108}, {'scoreline': '0:1', 'p': 0.1023}]",5
vf:match:1404281933,Chelsea,London Guns,,,3.039,3.039,,[],"[{'scoreline': '1:1', 'p': 0.1104}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",1
vf:match:1404281932,Liverpool,Newcastle,,,2.765,2.765,,[],"[{'scoreline': '1:1', 'p': 0.1202}, {'scoreline': '1:0', 'p': 0.0905}, {'scoreline': '2:1', 'p': 0.0864}]",3
vf:match:1404281931,Manchester Red,Crystal Palace,,,2.835,2.835,,[],"[{'scoreline': '1:1', 'p': 0.1178}, {'scoreline': '2:1', 'p': 0.0868}, {'scoreline': '1:0', 'p': 0.0866}]",2
vf:match:1404281930,Brighton,Liverpool,,,2.628,2.628,,[],"[{'scoreline': '1:1', 'p': 0.1245}, {'scoreline': '1:0', 'p': 0.0987}, {'scoreline': '0:1', 'p': 0.0911}]",3
vf:match:1404281929,Newcastle,Manchester Red,,,2.759,2.759,,[],"[{'scoreline': '1:1', 'p': 0.1204}, {'scoreline': '1:0', 'p': 0.0909}, {'scoreline': '2:1', 'p': 0.0863}]",5
vf:match:1404281928,West Ham,Tottenham,,,2.727,2.727,,[],"[{'scoreline': '1:1', 'p': 0.1214}, {'scoreline': '1:0', 'p': 0.0928}, {'scoreline': '2:1', 'p': 0.0861}]",5
vf:match:1404281927,Crystal Palace,Wolverhampton,,,2.915,2.915,,[],"[{'scoreline': '1:1', 'p': 0.115}, {'scoreline': '2:1', 'p': 0.0871}, {'scoreline': '1:0', 'p': 0.0822}]",4
vf:match:1404281926,Manchester Blue,Chelsea,,,3.098,3.098,,[],"[{'scoreline': '1:1', 'p': 0.1081}, {'scoreline': '2:1', 'p': 0.0871}, {'scoreline': '1:2', 'p': 0.0804}]",2
vf:match:1404281925,London Guns,Bournemouth,,,2.687,2.687,,[],"[{'scoreline': '1:1', 'p': 0.1227}, {'scoreline': '1:0', 'p': 0.0951}, {'scoreline': '0:1', 'p': 0.0878}]",2
vf:match:1404281924,Fulham,Everton,,,1.974,1.974,,[],"[{'scoreline': '1:0', 'p': 0.1426}, {'scoreline': '0:0', 'p': 0.1389}, {'scoreline': '1:1', 'p': 0.1351}]",1
vf:match:1404281923,Leeds,Aston Villa,,,2.04,2.04,,[],"[{'scoreline': '1:0', 'p': 0.1379}, {'scoreline': '1:1', 'p': 0.1351}, {'scoreline': '0:0', 'p': 0.13}]",2
vf:match:1404281922,Tottenham,Leeds,,,2.042,2.042,,[],"[{'scoreline': '1:0', 'p': 0.1378}, {'scoreline': '1:1', 'p': 0.1351}, {'scoreline': '0:0', 'p': 0.1298}]",2
vf:match:1404281921,Wolverhampton,Newcastle,,,3.021,3.021,,[],"[{'scoreline': '1:1', 'p': 0.1111}, {'scoreline': '2:1', 'p': 0.0872}, {'scoreline': '1:2', 'p': 0.0805}]",4
vf:match:1404281920,Everton,West Ham,,,2.331,2.331,,[],"[{'scoreline': '1:1', 'p': 0.1318}, {'scoreline': '1:0', 'p': 0.1178}, {'scoreline': '0:1', 'p': 0.1088}]",0
vf:match:1404281919,Aston Villa,London Guns,,,2.255,2.255,,[],"[{'scoreline': '1:1', 'p': 0.1331}, {'scoreline': '1:0', 'p': 0.123}, {'scoreline': '0:1', 'p': 0.1135}]",4
vf:match:1404281918,Bournemouth,Chelsea,,,2.558,2.558,,[],"[{'scoreline': '1:1', 'p': 0.1265}, {'scoreline': '1:0', 'p': 0.103}, {'scoreline': '0:1', 'p': 0.0951}]",3
vf:match:1404281917,Manchester Red,Brighton,,,2.595,2.595,,[],"[{'scoreline': '1:1', 'p': 0.1255}, {'scoreline': '1:0', 'p': 0.1007}, {'scoreline': '0:1', 'p': 0.093}]",4
vf:match:1404281916,Liverpool,Fulham,,,2.307,2.307,,[],"[{'scoreline': '1:1', 'p': 0.1323}, {'scoreline': '1:0', 'p': 0.1194}, {'scoreline': '0:1', 'p': 0.1102}]",1
vf:match:1404281915,Crystal Palace,Manchester Blue,,,3.14,3.14,,[],"[{'scoreline': '1:1', 'p': 0.1065}, {'scoreline': '2:1', 'p': 0.087}, {'scoreline': '1:2', 'p': 0.0803}]",0
vf:match:1404281914,Fulham,Manchester Red,,,2.319,2.319,,[],"[{'scoreline': '1:1', 'p': 0.132}, {'scoreline': '1:0', 'p': 0.1186}, {'scoreline': '0:1', 'p': 0.1095}]",0
vf:match:1404281913,West Ham,Liverpool,,,2.612,2.612,,[],"[{'scoreline': '1:1', 'p': 0.125}, {'scoreline': '1:0', 'p': 0.0997}, {'scoreline': '0:1', 'p': 0.092}]",3
vf:match:1404281912,Chelsea,Aston Villa,,,2.434,2.434,,[],"[{'scoreline': '1:1', 'p': 0.1297}, {'scoreline': '1:0', 'p': 0.111}, {'scoreline': '0:1', 'p': 0.1024}]",3
