season_name,matchday_number,md_total_goals,md_sum_odd,md_n_odd_fixtures,md_n_even_fixtures,md_avg_goals
VFLM 4913,15,19,1,7,1,2.375
VFLM 4913,16,11,1,3,5,1.375
VFLM 4913,17,27,1,3,5,3.375
VFLM 4913,18,25,1,3,5,3.125
VFLM 4913,19,22,0,0,8,2.75
VFLM 4913,20,20,0,4,4,2.5
VFLM 4913,21,23,1,3,5,2.875
VFLM 4913,22,18,0,6,2,2.25
VFLM 4913,23,24,0,4,4,3.0
VFLM 4913,24,21,1,3,5,2.625
VFLM 4913,25,26,0,4,4,3.25
VFLM 4913,26,18,0,6,2,2.25
VFLM 4913,27,24,0,4,4,3.0
VFLM 4913,28,21,1,3,5,2.625
VFLM 4913,29,26,0,4,4,3.25
VFLM 4913,30,19,1,7,1,2.375
VFLM 4914,1,11,1,3,5,1.375
VFLM 4914,2,27,1,3,5,3.375
VFLM 4914,3,25,1,3,5,3.125
VFLM 4914,4,22,0,0,8,2.75
VFLM 4914,5,20,0,4,4,2.5
VFLM 4914,6,25,1,5,3,3.125
VFLM 4914,7,18,0,6,2,2.25
VFLM 4914,8,24,0,4,4,3.0
VFLM 4914,9,21,1,3,5,2.625
VFLM 4914,10,26,0,4,4,3.25
VFLM 4914,11,19,1,7,1,2.375
VFLM 4914,12,11,1,3,5,1.375
VFLM 4914,13,27,1,3,5,3.375
VFLM 4914,14,25,1,3,5,3.125
VFLM 4914,15,22,0,0,8,2.75
VFLM 4914,16,25,1,5,3,3.125
VFLM 4914,17,18,0,6,2,2.25
VFLM 4914,18,24,0,4,4,3.0
VFLM 4914,19,21,1,3,5,2.625
VFLM 4914,20,26,0,4,4,3.25
VFLM 4914,21,19,1,7,1,2.375
VFLM 4914,22,11,1,3,5,1.375
VFLM 4914,23,27,1,3,5,3.375
VFLM 4914,24,25,1,3,5,3.125
VFLM 4914,25,22,0,0,8,2.75
VFLM 4914,26,20,0,4,4,2.5
VFLM 4914,27,25,1,5,3,3.125
VFLM 4914,28,18,0,6,2,2.25
VFLM 4914,29,24,0,4,4,3.0
VFLM 4914,30,21,1,3,5,2.625
VFLM 4915,1,26,0,4,4,3.25
VFLM 4915,2,19,1,7,1,2.375
VFLM 4915,3,11,1,3,5,1.375
VFLM 4915,4,27,1,3,5,3.375
VFLM 4915,5,25,1,3,5,3.125
VFLM 4915,6,20,0,4,4,2.5
VFLM 4915,7,25,1,5,3,3.125
VFLM 4915,8,18,0,6,2,2.25
VFLM 4915,9,24,0,4,4,3.0
VFLM 4915,10,21,1,3,5,2.625
VFLM 4915,11,26,0,4,4,3.25
VFLM 4915,12,19,1,7,1,2.375
VFLM 4915,13,11,1,3,5,1.375
VFLM 4915,14,27,1,3,5,3.375
VFLM 4915,15,25,1,3,5,3.125
VFLM 4915,16,25,1,3,5,3.125
VFLM 4915,17,20,0,4,4,2.5
VFLM 4915,18,25,1,5,3,3.125
VFLM 4915,19,18,0,6,2,2.25
VFLM 4915,20,24,0,4,4,3.0
VFLM 4915,21,21,1,3,5,2.625
VFLM 4915,22,26,0,4,4,3.25
VFLM 4915,23,19,1,7,1,2.375
VFLM 4915,24,11,1,3,5,1.375
VFLM 4915,25,27,1,3,5,3.375
VFLM 4915,26,25,1,3,5,3.125
VFLM 4915,27,20,0,4,4,2.5
VFLM 4915,28,25,1,5,3,3.125
VFLM 4915,29,18,0,6,2,2.25
VFLM 4915,30,24,0,4,4,3.0
VFLM 4916,1,21,1,3,5,2.625
VFLM 4916,2,26,0,4,4,3.25
VFLM 4916,3,19,1,7,1,2.375
VFLM 4916,4,11,1,3,5,1.375
VFLM 4916,5,27,1,3,5,3.375
VFLM 4916,6,25,1,3,5,3.125
VFLM 4916,7,20,0,4,4,2.5
VFLM 4916,8,25,1,5,3,3.125
VFLM 4916,9,18,0,6,2,2.25
VFLM 4916,10,24,0,4,4,3.0
VFLM 4916,11,21,1,3,5,2.625
VFLM 4916,12,26,0,4,4,3.25
VFLM 4916,13,19,1,7,1,2.375
VFLM 4916,14,11,1,3,5,1.375
VFLM 4916,15,27,1,3,5,3.375
VFLM 4916,16,18,0,6,2,2.25
VFLM 4916,17,25,1,3,5,3.125
VFLM 4916,18,20,0,4,4,2.5
VFLM 4916,19,25,1,5,3,3.125
VFLM 4916,20,18,0,6,2,2.25
VFLM 4916,21,24,0,4,4,3.0
VFLM 4916,22,21,1,3,5,2.625
VFLM 4916,23,26,0,4,4,3.25
VFLM 4916,24,19,1,7,1,2.375
VFLM 4916,25,11,1,3,5,1.375
VFLM 4916,26,18,0,6,2,2.25
VFLM 4916,27,25,1,3,5,3.125
VFLM 4916,28,20,0,4,4,2.5
VFLM 4916,29,25,1,5,3,3.125
VFLM 4916,30,18,0,6,2,2.25
VFLM 4917,1,24,0,4,4,3.0
VFLM 4917,2,21,1,3,5,2.625
VFLM 4917,3,26,0,4,4,3.25
VFLM 4917,4,19,1,7,1,2.375
VFLM 4917,5,11,1,3,5,1.375
VFLM 4917,6,18,0,6,2,2.25
VFLM 4917,7,25,1,3,5,3.125
VFLM 4917,8,20,0,4,4,2.5
VFLM 4917,9,25,1,5,3,3.125
VFLM 4917,10,18,0,6,2,2.25
VFLM 4917,11,24,0,4,4,3.0
VFLM 4917,12,21,1,3,5,2.625
VFLM 4917,13,26,0,4,4,3.25
VFLM 4917,14,19,1,7,1,2.375
VFLM 4917,15,11,1,3,5,1.375
VFLM 4917,16,11,1,5,3,1.375
VFLM 4917,17,18,0,6,2,2.25
VFLM 4917,18,25,1,3,5,3.125
VFLM 4917,19,20,0,4,4,2.5
VFLM 4917,20,25,1,5,3,3.125
VFLM 4917,21,18,0,6,2,2.25
VFLM 4917,22,24,0,4,4,3.0
VFLM 4917,23,21,1,3,5,2.625
VFLM 4917,24,26,0,4,4,3.25
VFLM 4917,25,19,1,7,1,2.375
VFLM 4917,26,11,1,5,3,1.375
VFLM 4917,27,18,0,6,2,2.25
VFLM 4917,28,25,1,3,5,3.125
VFLM 4917,29,20,0,4,4,2.5
VFLM 4917,30,25,1,5,3,3.125
VFLM 4918,1,18,0,6,2,2.25
VFLM 4918,2,24,0,4,4,3.0
VFLM 4918,3,21,1,3,5,2.625
VFLM 4918,4,26,0,4,4,3.25
VFLM 4918,5,19,1,7,1,2.375
VFLM 4918,6,19,1,5,3,2.375
VFLM 4918,7,11,1,5,3,1.375
VFLM 4918,8,18,0,6,2,2.25
VFLM 4918,9,25,1,3,5,3.125
VFLM 4918,10,20,0,4,4,2.5
VFLM 4918,11,25,1,5,3,3.125
VFLM 4918,12,18,0,6,2,2.25
VFLM 4918,13,24,0,4,4,3.0
VFLM 4918,14,21,1,3,5,2.625
VFLM 4918,15,26,0,4,4,3.25
VFLM 4918,16,19,1,5,3,2.375
VFLM 4918,17,11,1,5,3,1.375
VFLM 4918,18,18,0,6,2,2.25
VFLM 4918,19,25,1,3,5,3.125
VFLM 4918,20,20,0,4,4,2.5
VFLM 4918,21,25,1,5,3,3.125
VFLM 4918,22,18,0,6,2,2.25
VFLM 4918,23,24,0,4,4,3.0
VFLM 4918,24,21,1,3,5,2.625
VFLM 4918,25,26,0,4,4,3.25
VFLM 4918,26,20,0,6,2,2.5
VFLM 4918,27,19,1,5,3,2.375
VFLM 4918,28,11,1,5,3,1.375
VFLM 4918,29,18,0,6,2,2.25
VFLM 4918,30,25,1,3,5,3.125
VFLM 4919,1,20,0,4,4,2.5
VFLM 4919,2,25,1,5,3,3.125
VFLM 4919,3,18,0,6,2,2.25
VFLM 4919,4,24,0,4,4,3.0
VFLM 4919,5,21,1,3,5,2.625
VFLM 4919,6,20,0,6,2,2.5
VFLM 4919,7,19,1,5,3,2.375
VFLM 4919,8,11,1,5,3,1.375
VFLM 4919,9,18,0,6,2,2.25
VFLM 4919,10,25,1,3,5,3.125
VFLM 4919,11,20,0,4,4,2.5
VFLM 4919,12,25,1,5,3,3.125
VFLM 4919,13,18,0,6,2,2.25
VFLM 4919,14,29,1,3,5,3.625
VFLM 4919,15,20,0,6,2,2.5
VFLM 4919,16,19,1,5,3,2.375
VFLM 4919,17,11,1,5,3,1.375
VFLM 4919,18,18,0,6,2,2.25
VFLM 4919,19,25,1,3,5,3.125
VFLM 4919,20,20,0,4,4,2.5
VFLM 4919,21,25,1,5,3,3.125
VFLM 4919,22,18,0,6,2,2.25
VFLM 4919,23,24,0,4,4,3.0
VFLM 4919,24,29,1,3,5,3.625
VFLM 4919,25,20,0,6,2,2.5
VFLM 4919,26,19,1,5,3,2.375
VFLM 4919,27,11,1,5,3,1.375
VFLM 4919,28,29,1,3,5,3.625
VFLM 4919,29,20,0,6,2,2.5
VFLM 4919,30,19,1,5,3,2.375
VFLM 4920,1,11,1,5,3,1.375
VFLM 4920,2,18,0,6,2,2.25
VFLM 4920,3,25,1,3,5,3.125
VFLM 4920,4,20,0,4,4,2.5
VFLM 4920,5,25,1,5,3,3.125
VFLM 4920,6,18,0,6,2,2.25
VFLM 4920,7,24,0,4,4,3.0
VFLM 4920,8,19,1,5,3,2.375
VFLM 4920,9,29,1,3,5,3.625
VFLM 4920,10,20,0,6,2,2.5
VFLM 4920,11,19,1,5,3,2.375
VFLM 4920,12,11,1,5,3,1.375
VFLM 4920,13,18,0,6,2,2.25
VFLM 4920,14,25,1,3,5,3.125
VFLM 4920,15,20,0,4,4,2.5
VFLM 4920,16,25,1,5,3,3.125
VFLM 4920,17,18,0,6,2,2.25
VFLM 4920,18,21,1,3,5,2.625
VFLM 4920,19,19,1,5,3,2.375
VFLM 4920,20,29,1,3,5,3.625
VFLM 4920,21,20,0,6,2,2.5
VFLM 4920,22,19,1,5,3,2.375
VFLM 4920,23,11,1,5,3,1.375
VFLM 4920,24,18,0,6,2,2.25
VFLM 4920,25,25,1,3,5,3.125
VFLM 4920,26,20,0,4,4,2.5
VFLM 4920,27,25,1,5,3,3.125
VFLM 4920,28,15,1,3,5,1.875
VFLM 4920,29,21,1,3,5,2.625
VFLM 4920,30,19,1,5,3,2.375
VFLM 4921,1,29,1,3,5,3.625
VFLM 4921,2,20,0,6,2,2.5
VFLM 4921,3,19,1,5,3,2.375
VFLM 4921,4,11,1,5,3,1.375
VFLM 4921,5,18,0,6,2,2.25
VFLM 4921,6,25,1,3,5,3.125
VFLM 4921,7,20,0,4,4,2.5
VFLM 4921,8,16,0,6,2,2.0
VFLM 4921,9,16,0,4,4,2.0
VFLM 4921,10,15,1,3,5,1.875
VFLM 4921,11,21,1,3,5,2.625
VFLM 4921,12,19,1,5,3,2.375
VFLM 4921,13,29,1,3,5,3.625
VFLM 4921,14,20,0,6,2,2.5
VFLM 4921,15,19,1,5,3,2.375
VFLM 4921,16,11,1,5,3,1.375
VFLM 4921,17,18,0,6,2,2.25
VFLM 4921,18,16,0,6,2,2.0
VFLM 4921,19,16,0,4,4,2.0
VFLM 4921,20,15,1,3,5,1.875
VFLM 4921,21,21,1,3,5,2.625
VFLM 4921,22,19,1,5,3,2.375
VFLM 4921,23,29,1,3,5,3.625
VFLM 4921,24,20,0,6,2,2.5
VFLM 4921,25,19,1,5,3,2.375
VFLM 4921,26,11,1,5,3,1.375
VFLM 4921,27,18,0,6,2,2.25
VFLM 4921,28,18,0,4,4,2.25
VFLM 4921,29,16,0,6,2,2.0
VFLM 4921,30,16,0,4,4,2.0
VFLM 4922,1,15,1,3,5,1.875
VFLM 4922,2,21,1,3,5,2.625
VFLM 4922,3,19,1,5,3,2.375
VFLM 4922,4,29,1,3,5,3.625
VFLM 4922,5,20,0,6,2,2.5
VFLM 4922,6,19,1,5,3,2.375
VFLM 4922,7,11,1,5,3,1.375
VFLM 4922,8,19,1,5,3,2.375
VFLM 4922,9,18,0,4,4,2.25
VFLM 4922,10,22,0,4,4,2.75
VFLM 4922,11,19,1,5,3,2.375
VFLM 4922,12,18,0,4,4,2.25
VFLM 4922,13,16,0,6,2,2.0
VFLM 4922,14,16,0,4,4,2.0
VFLM 4922,15,15,1,3,5,1.875
VFLM 4922,16,21,1,3,5,2.625
VFLM 4922,17,19,1,5,3,2.375
VFLM 4922,18,29,1,3,5,3.625
VFLM 4922,19,20,0,6,2,2.5
VFLM 4922,20,22,0,4,4,2.75
VFLM 4922,21,19,1,5,3,2.375
VFLM 4922,22,18,0,4,4,2.25
VFLM 4922,23,16,0,6,2,2.0
VFLM 4922,24,16,0,4,4,2.0
VFLM 4922,25,15,1,3,5,1.875
VFLM 4922,26,21,1,3,5,2.625
VFLM 4922,27,19,1,5,3,2.375
VFLM 4922,28,19,1,3,5,2.375
VFLM 4922,29,22,0,4,4,2.75
VFLM 4922,30,19,1,5,3,2.375
VFLM 4923,1,18,0,4,4,2.25
VFLM 4923,2,16,0,6,2,2.0
VFLM 4923,3,16,0,4,4,2.0
VFLM 4923,4,15,1,3,5,1.875
VFLM 4923,5,21,1,3,5,2.625
VFLM 4923,6,19,1,5,3,2.375
VFLM 4923,7,29,1,3,5,3.625
VFLM 4923,8,19,1,3,5,2.375
VFLM 4923,9,22,0,4,4,2.75
VFLM 4923,10,19,1,5,3,2.375
VFLM 4923,11,18,0,4,4,2.25
VFLM 4923,12,16,0,6,2,2.0
VFLM 4923,13,16,0,4,4,2.0
VFLM 4923,14,15,1,3,5,1.875
VFLM 4923,15,21,1,3,5,2.625
VFLM 4923,16,19,1,5,3,2.375
VFLM 4923,17,29,1,3,5,3.625
VFLM 4923,18,25,1,5,3,3.125
VFLM 4923,19,19,1,3,5,2.375
VFLM 4923,20,22,0,4,4,2.75
VFLM 4923,21,19,1,5,3,2.375
VFLM 4923,22,18,0,4,4,2.25
VFLM 4923,23,16,0,6,2,2.0
VFLM 4923,24,16,0,4,4,2.0
VFLM 4923,25,15,1,3,5,1.875
VFLM 4923,26,21,1,3,5,2.625
VFLM 4923,27,19,1,5,3,2.375
VFLM 4923,28,25,1,5,3,3.125
VFLM 4923,29,19,1,3,5,2.375
VFLM 4923,30,22,0,4,4,2.75
VFLM 4924,1,19,1,5,3,2.375
VFLM 4924,2,18,0,4,4,2.25
VFLM 4924,3,16,0,6,2,2.0
VFLM 4924,4,16,0,4,4,2.0
VFLM 4924,5,15,1,3,5,1.875
VFLM 4924,6,21,1,3,5,2.625
VFLM 4924,7,19,1,5,3,2.375
VFLM 4924,8,28,0,4,4,3.5
VFLM 4924,9,25,1,5,3,3.125
VFLM 4924,10,19,1,3,5,2.375
VFLM 4924,11,22,0,4,4,2.75
VFLM 4924,12,19,1,5,3,2.375
VFLM 4924,13,18,0,4,4,2.25
VFLM 4924,14,16,0,6,2,2.0
VFLM 4924,15,16,0,4,4,2.0
VFLM 4924,16,15,1,3,5,1.875
VFLM 4924,17,21,1,3,5,2.625
VFLM 4924,18,28,0,4,4,3.5
VFLM 4924,19,25,1,5,3,3.125
VFLM 4924,20,19,1,3,5,2.375
VFLM 4924,21,22,0,4,4,2.75
VFLM 4924,22,19,1,5,3,2.375
VFLM 4924,23,18,0,4,4,2.25
VFLM 4924,24,16,0,6,2,2.0
VFLM 4924,25,16,0,4,4,2.0
VFLM 4924,26,15,1,3,5,1.875
VFLM 4924,27,21,1,3,5,2.625
VFLM 4924,28,18,0,4,4,2.25
VFLM 4924,29,28,0,4,4,3.5
VFLM 4924,30,25,1,5,3,3.125
VFLM 4925,1,19,1,3,5,2.375
VFLM 4925,2,22,0,4,4,2.75
VFLM 4925,3,19,1,5,3,2.375
VFLM 4925,4,18,0,4,4,2.25
VFLM 4925,5,16,0,6,2,2.0
VFLM 4925,6,16,0,4,4,2.0
VFLM 4925,7,15,1,3,5,1.875
VFLM 4925,8,18,0,4,4,2.25
VFLM 4925,9,28,0,4,4,3.5
VFLM 4925,10,25,1,5,3,3.125
VFLM 4925,11,19,1,3,5,2.375
VFLM 4925,12,22,0,4,4,2.75
VFLM 4925,13,19,1,5,3,2.375
VFLM 4925,14,18,0,4,4,2.25
VFLM 4925,15,16,0,6,2,2.0
VFLM 4925,16,16,0,4,4,2.0
VFLM 4925,17,15,1,3,5,1.875
VFLM 4925,18,17,1,3,5,2.125
VFLM 4925,19,18,0,4,4,2.25
VFLM 4925,20,28,0,4,4,3.5
VFLM 4925,21,25,1,5,3,3.125
VFLM 4925,22,19,1,3,5,2.375
VFLM 4925,23,22,0,4,4,2.75
VFLM 4925,24,19,1,5,3,2.375
VFLM 4925,25,18,0,4,4,2.25
VFLM 4925,26,16,0,6,2,2.0
VFLM 4925,27,16,0,4,4,2.0
VFLM 4925,28,17,1,3,5,2.125
VFLM 4925,29,18,0,4,4,2.25
VFLM 4925,30,28,0,4,4,3.5
VFLM 4926,1,25,1,5,3,3.125
VFLM 4926,2,19,1,3,5,2.375
VFLM 4926,3,22,0,4,4,2.75
VFLM 4926,4,19,1,5,3,2.375
VFLM 4926,5,18,0,4,4,2.25
VFLM 4926,6,16,0,6,2,2.0
VFLM 4926,7,16,0,4,4,2.0
VFLM 4926,8,17,1,3,5,2.125
VFLM 4926,9,18,0,4,4,2.25
VFLM 4926,10,28,0,4,4,3.5
VFLM 4926,11,25,1,5,3,3.125
VFLM 4926,12,19,1,3,5,2.375
VFLM 4926,13,22,0,4,4,2.75
VFLM 4926,14,19,1,5,3,2.375
VFLM 4926,15,18,0,4,4,2.25
VFLM 4926,16,16,0,6,2,2.0
VFLM 4926,17,16,0,4,4,2.0
VFLM 4926,18,20,0,4,4,2.5
VFLM 4926,19,17,1,3,5,2.125
VFLM 4926,20,18,0,4,4,2.25
VFLM 4926,21,28,0,4,4,3.5
VFLM 4926,22,25,1,5,3,3.125
VFLM 4926,23,19,1,3,5,2.375
VFLM 4926,24,22,0,4,4,2.75
VFLM 4926,25,19,1,5,3,2.375
VFLM 4926,26,18,0,4,4,2.25
VFLM 4926,27,16,0,6,2,2.0
VFLM 4926,28,20,0,4,4,2.5
VFLM 4926,29,17,1,3,5,2.125
VFLM 4926,30,18,0,4,4,2.25
VFLM 4927,1,28,0,4,4,3.5
VFLM 4927,2,25,1,5,3,3.125
VFLM 4927,3,19,1,3,5,2.375
VFLM 4927,4,22,0,4,4,2.75
VFLM 4927,5,19,1,5,3,2.375
VFLM 4927,6,18,0,4,4,2.25
VFLM 4927,7,16,0,6,2,2.0
VFLM 4927,8,25,1,7,1,3.125
VFLM 4927,9,20,0,4,4,2.5
VFLM 4927,10,17,1,3,5,2.125
VFLM 4927,11,18,0,4,4,2.25
VFLM 4927,12,28,0,4,4,3.5
VFLM 4927,13,25,1,5,3,3.125
VFLM 4927,14,19,1,3,5,2.375
VFLM 4927,15,22,0,4,4,2.75
VFLM 4927,16,19,1,5,3,2.375
VFLM 4927,17,18,0,4,4,2.25
VFLM 4927,18,25,1,7,1,3.125
VFLM 4927,19,20,0,4,4,2.5
VFLM 4927,20,17,1,3,5,2.125
VFLM 4927,21,18,0,4,4,2.25
VFLM 4927,22,28,0,4,4,3.5
VFLM 4927,23,25,1,5,3,3.125
VFLM 4927,24,19,1,3,5,2.375
VFLM 4927,25,15,1,5,3,1.875
VFLM 4927,26,25,1,7,1,3.125
VFLM 4927,27,20,0,4,4,2.5
VFLM 4927,28,17,1,3,5,2.125
VFLM 4927,29,18,0,4,4,2.25
VFLM 4927,30,28,0,4,4,3.5
VFLM 4928,1,25,1,5,3,3.125
VFLM 4928,2,19,1,3,5,2.375
VFLM 4928,3,22,0,4,4,2.75
VFLM 4928,4,19,1,5,3,2.375
VFLM 4928,5,15,1,5,3,1.875
VFLM 4928,6,25,1,7,1,3.125
VFLM 4928,7,20,0,4,4,2.5
VFLM 4928,8,15,1,5,3,1.875
VFLM 4928,9,25,1,7,1,3.125
VFLM 4928,10,20,0,4,4,2.5
VFLM 4928,11,17,1,3,5,2.125
VFLM 4928,12,18,0,4,4,2.25
VFLM 4928,13,28,0,4,4,3.5
VFLM 4928,14,25,1,5,3,3.125
VFLM 4928,15,19,1,3,5,2.375
VFLM 4928,16,22,0,4,4,2.75
VFLM 4928,17,19,1,5,3,2.375
VFLM 4928,18,28,0,2,6,3.5
VFLM 4928,19,15,1,5,3,1.875
VFLM 4928,20,25,1,7,1,3.125
VFLM 4928,21,20,0,4,4,2.5
VFLM 4928,22,17,1,3,5,2.125
VFLM 4928,23,18,0,4,4,2.25
VFLM 4928,24,28,0,4,4,3.5
VFLM 4928,25,25,1,5,3,3.125
VFLM 4928,26,19,1,3,5,2.375
VFLM 4928,27,22,0,4,4,2.75
VFLM 4928,28,18,0,4,4,2.25
VFLM 4928,29,28,0,2,6,3.5
VFLM 4928,30,15,1,5,3,1.875
VFLM 4929,1,25,1,7,1,3.125
VFLM 4929,2,20,0,4,4,2.5
VFLM 4929,3,17,1,3,5,2.125
VFLM 4929,4,18,0,4,4,2.25
VFLM 4929,5,28,0,4,4,3.5
VFLM 4929,6,25,1,5,3,3.125
VFLM 4929,7,19,1,3,5,2.375
VFLM 4929,8,29,1,1,7,3.625
VFLM 4929,9,18,0,4,4,2.25
VFLM 4929,10,28,0,2,6,3.5
VFLM 4929,11,15,1,5,3,1.875
VFLM 4929,12,25,1,7,1,3.125
VFLM 4929,13,20,0,4,4,2.5
VFLM 4929,14,17,1,3,5,2.125
VFLM 4929,15,18,0,4,4,2.25
VFLM 4929,16,28,0,4,4,3.5
VFLM 4929,17,25,1,5,3,3.125
VFLM 4929,18,24,0,6,2,3.0
VFLM 4929,19,21,1,5,3,2.625
VFLM 4929,20,29,1,1,7,3.625
VFLM 4929,21,18,0,4,4,2.25
VFLM 4929,22,28,0,2,6,3.5
VFLM 4929,23,15,1,5,3,1.875
VFLM 4929,24,25,1,7,1,3.125
VFLM 4929,25,20,0,4,4,2.5
VFLM 4929,26,17,1,3,5,2.125
VFLM 4929,27,18,0,4,4,2.25
VFLM 4929,28,24,0,6,2,3.0
VFLM 4929,29,21,1,5,3,2.625
VFLM 4929,30,29,1,1,7,3.625
VFLM 4930,1,18,0,4,4,2.25
VFLM 4930,2,28,0,2,6,3.5
VFLM 4930,3,19,1,3,5,2.375
VFLM 4930,4,24,0,6,2,3.0
VFLM 4930,5,21,1,5,3,2.625
VFLM 4930,6,29,1,1,7,3.625
VFLM 4930,7,18,0,4,4,2.25
VFLM 4930,8,28,0,2,6,3.5
VFLM 4930,9,15,1,5,3,1.875
VFLM 4930,10,25,1,7,1,3.125
VFLM 4930,11,20,0,4,4,2.5
VFLM 4930,12,17,1,3,5,2.125
VFLM 4930,13,19,1,3,5,2.375
VFLM 4930,14,24,0,6,2,3.0
VFLM 4930,15,21,1,5,3,2.625
VFLM 4930,16,29,1,1,7,3.625
VFLM 4930,17,18,0,4,4,2.25
VFLM 4930,18,28,0,2,6,3.5
VFLM 4930,19,15,1,5,3,1.875
VFLM 4930,20,25,1,7,1,3.125
VFLM 4930,21,19,1,5,3,2.375
VFLM 4930,22,19,1,3,5,2.375
VFLM 4930,23,24,0,6,2,3.0
VFLM 4930,24,21,1,5,3,2.625
VFLM 4930,25,29,1,1,7,3.625
VFLM 4930,26,18,0,4,4,2.25
VFLM 4930,27,28,0,2,6,3.5
VFLM 4930,28,15,1,5,3,1.875
VFLM 4930,29,25,1,7,1,3.125
VFLM 4930,30,20,0,4,4,2.5
VFLM 4931,1,19,1,5,3,2.375
VFLM 4931,2,19,1,3,5,2.375
VFLM 4931,3,24,0,6,2,3.0
VFLM 4931,4,21,1,5,3,2.625
VFLM 4931,5,29,1,1,7,3.625
VFLM 4931,6,18,0,4,4,2.25
VFLM 4931,7,28,0,2,6,3.5
VFLM 4931,8,15,1,5,3,1.875
VFLM 4931,9,25,1,7,1,3.125
VFLM 4931,10,20,0,4,4,2.5
VFLM 4931,11,20,0,4,4,2.5
VFLM 4931,12,19,1,5,3,2.375
VFLM 4931,13,19,1,3,5,2.375
VFLM 4931,14,24,0,6,2,3.0
VFLM 4931,15,21,1,5,3,2.625
VFLM 4931,16,29,1,1,7,3.625
VFLM 4931,17,18,0,4,4,2.25
VFLM 4931,18,28,0,2,6,3.5
VFLM 4931,19,15,1,5,3,1.875
VFLM 4931,20,25,1,7,1,3.125
VFLM 4931,21,20,0,4,4,2.5
VFLM 4931,22,19,1,5,3,2.375
VFLM 4931,23,19,1,3,5,2.375
VFLM 4931,24,24,0,6,2,3.0
VFLM 4931,25,21,1,5,3,2.625
VFLM 4931,26,29,1,1,7,3.625
VFLM 4931,27,18,0,4,4,2.25
VFLM 4931,28,28,0,2,6,3.5
VFLM 4931,29,15,1,5,3,1.875
VFLM 4931,30,25,1,7,1,3.125
VFLM 4932,1,23,1,3,5,2.875
VFLM 4932,2,20,0,4,4,2.5
VFLM 4932,3,19,1,5,3,2.375
VFLM 4932,4,19,1,3,5,2.375
VFLM 4932,5,24,0,6,2,3.0
VFLM 4932,6,21,1,5,3,2.625
VFLM 4932,7,29,1,1,7,3.625
VFLM 4932,8,18,0,4,4,2.25
VFLM 4932,9,28,0,2,6,3.5
VFLM 4932,10,15,1,5,3,1.875
VFLM 4932,11,23,1,3,5,2.875
VFLM 4932,12,20,0,4,4,2.5
VFLM 4932,13,19,1,5,3,2.375
VFLM 4932,14,19,1,3,5,2.375
VFLM 4932,15,24,0,6,2,3.0
VFLM 4932,16,21,1,5,3,2.625
VFLM 4932,17,29,1,1,7,3.625
VFLM 4932,18,18,0,4,4,2.25
VFLM 4932,19,28,0,2,6,3.5
VFLM 4932,20,15,1,5,3,1.875
VFLM 4932,21,23,1,3,5,2.875
VFLM 4932,22,20,0,4,4,2.5
VFLM 4932,23,19,1,5,3,2.375
VFLM 4932,24,19,1,3,5,2.375
VFLM 4932,25,24,0,6,2,3.0
VFLM 4932,26,21,1,5,3,2.625
VFLM 4932,27,29,1,1,7,3.625
VFLM 4932,28,18,0,4,4,2.25
VFLM 4932,29,28,0,2,6,3.5
VFLM 4932,30,15,1,5,3,1.875
VFLM 4933,1,26,0,2,6,3.25
VFLM 4933,2,23,1,3,5,2.875
VFLM 4933,3,20,0,4,4,2.5
VFLM 4933,4,19,1,5,3,2.375
VFLM 4933,5,19,1,3,5,2.375
VFLM 4933,6,24,0,6,2,3.0
VFLM 4933,7,21,1,5,3,2.625
VFLM 4933,8,29,1,1,7,3.625
VFLM 4933,9,18,0,4,4,2.25
VFLM 4933,10,28,0,2,6,3.5
VFLM 4933,11,26,0,2,6,3.25
VFLM 4933,12,23,1,3,5,2.875
VFLM 4933,13,20,0,4,4,2.5
VFLM 4933,14,19,1,5,3,2.375
VFLM 4933,15,19,1,3,5,2.375
VFLM 4933,16,24,0,6,2,3.0
VFLM 4933,17,21,1,5,3,2.625
VFLM 4933,18,29,1,1,7,3.625
VFLM 4933,19,18,0,4,4,2.25
VFLM 4933,20,28,0,2,6,3.5
VFLM 4933,21,26,0,2,6,3.25
VFLM 4933,22,23,1,3,5,2.875
VFLM 4933,23,20,0,4,4,2.5
VFLM 4933,24,19,1,5,3,2.375
VFLM 4933,25,19,1,3,5,2.375
VFLM 4933,26,24,0,6,2,3.0
VFLM 4933,27,21,1,5,3,2.625
VFLM 4933,28,29,1,1,7,3.625
VFLM 4933,29,18,0,4,4,2.25
VFLM 4933,30,28,0,2,6,3.5
VFLM 4934,1,23,1,7,1,2.875
VFLM 4934,2,26,0,2,6,3.25
VFLM 4934,3,23,1,3,5,2.875
VFLM 4934,4,20,0,4,4,2.5
VFLM 4934,5,19,1,5,3,2.375
VFLM 4934,6,19,1,3,5,2.375
VFLM 4934,7,24,0,6,2,3.0
VFLM 4934,8,21,1,5,3,2.625
VFLM 4934,9,29,1,1,7,3.625
VFLM 4934,10,18,0,4,4,2.25
VFLM 4934,11,23,1,7,1,2.875
VFLM 4934,12,26,0,2,6,3.25
VFLM 4934,13,23,1,3,5,2.875
VFLM 4934,14,20,0,4,4,2.5
VFLM 4934,15,19,1,5,3,2.375
VFLM 4934,16,19,1,3,5,2.375
VFLM 4934,17,24,0,6,2,3.0
