event_id,actual_odd,total_goals,p_odd_from_correct_score,cs_lines,p_odd_oe_market,p_odd_exact_goals,p_over25,gap_cs_minus_oe,cs_pick_odd,oe_pick_odd
vf:match:1404278257,1,1,0.47940643857422494,16,0.4794520547945205,0.4679917556144077,0.45945945945945943,-4.561622029558565e-05,0,0
vf:match:1404278249,1,3,0.5055343982316277,16,0.48611111111111105,0.4875396796656923,0.5135135135135135,0.019423287120516664,1,0
vf:match:1404278243,0,4,0.5250919406986629,16,0.5205479452054794,0.5082422304831458,0.5466666666666666,0.004543995493183517,1,1
vf:match:1404278242,0,2,0.510661876065903,16,0.5138888888888888,0.5069386423096695,0.43421052631578944,-0.0032270128229858752,1,1
vf:match:1404278241,0,0,0.5105621624583542,16,0.5,0.5014002442279036,0.4266666666666667,0.010562162458354174,1,1
vf:match:1404278235,0,4,0.49528707784054393,16,0.5,0.48507765366343747,0.5405405405405405,-0.004712922159456068,0,1
vf:match:1404278233,1,3,0.5120633799250083,16,0.5,0.49859377940153254,0.5066666666666666,0.012063379925008277,1,1
vf:match:1404278232,0,4,0.4850719600206642,16,0.49315068493150677,0.4685232673040877,0.5974025974025974,-0.00807872491084255,0,0
vf:match:1404278221,0,2,0.47789466815328635,16,0.4722222222222222,0.46715144721920193,0.32941176470588235,0.005672445931064141,0,0
vf:match:1404278216,0,0,0.4648340798811802,16,0.4657534246575343,0.45771297006907147,0.4266666666666667,-0.0009193447763540807,0,0
vf:match:1404278215,0,0,0.5496093552838268,15,0.5277777777777778,0.5212379601563807,0.5733333333333334,0.021831577506049027,1,1
vf:match:1404278214,1,5,0.5228326736304036,16,0.5138888888888888,0.49314358127084884,0.6329113924050633,0.008943784741514804,1,1
vf:match:1404278209,0,2,0.5283504892085197,16,0.5,0.4942958169324171,0.527027027027027,0.02835048920851968,1,1
vf:match:1404278198,0,2,0.4757380062100738,16,0.4722222222222222,0.46406452310115154,0.56,0.003515783987851573,0,0
vf:match:1404278196,0,4,0.48667439637098964,16,0.4794520547945205,0.45906935426801454,0.5405405405405405,0.007222341576469116,0,0
vf:match:1404278195,0,2,0.48082880775754305,16,0.48611111111111105,0.4706060510203601,0.4078947368421052,-0.005282303353567996,0,0
vf:match:1404278194,0,2,0.47299919159173703,16,0.4794520547945205,0.47403531798532234,0.36250000000000004,-0.006452863202783488,0,0
vf:match:1404278193,0,2,0.4481295005914582,16,0.452054794520548,0.42919047134076027,0.56,-0.0039252939290898015,0,0
vf:match:1404278190,1,1,0.5363240231461703,16,0.5277777777777778,0.5137848861534078,0.5466666666666666,0.008546245368392547,1,1
vf:match:1404278189,0,2,0.47269121400061165,16,0.45833333333333337,0.44438830162945353,0.5135135135135135,0.014357880667278278,0,0
vf:match:1404272370,1,3,0.491664889944972,15,0.48611111111111105,0.4770179203587315,0.43421052631578944,0.005553778833860934,0,0
vf:match:1404272369,0,2,0.5082453681681651,16,0.5,0.5015241562201667,0.47297297297297297,0.008245368168165124,1,1
vf:match:1404272368,0,2,0.4986745412259216,16,0.49315068493150677,0.47548387811753795,0.5333333333333333,0.0055238562944148195,0,0
vf:match:1404272365,0,4,0.5056805575926131,16,0.48611111111111105,0.47439732214933206,0.6153846153846154,0.01956944648150205,1,0
