event_id,actual_odd,total_goals,p_odd_from_correct_score,cs_lines,p_odd_oe_market,p_odd_exact_goals,p_over25,gap_cs_minus_oe,cs_pick_odd,oe_pick_odd
vf:match:1404263341,1,1,0.4943697190497482,16,0.48611111111111105,0.47713635417726197,0.41558441558441556,0.008258607938637141,0,0
vf:match:1404263332,0,2,0.49681065411415604,15,0.48611111111111105,0.4635183690548631,0.5657894736842105,0.010699543003044987,0,0
vf:match:1404263331,1,3,0.5465875170924733,15,0.5277777777777778,0.5216166637269666,0.5733333333333334,0.01880973931469554,1,1
vf:match:1404263321,0,4,0.5071445636007841,16,0.5,0.48652495560508013,0.6419753086419754,0.007144563600784082,1,1
vf:match:1404263317,0,2,0.4728098809406605,16,0.4722222222222222,0.4645047520050743,0.47297297297297297,0.0005876587184382998,0,0
vf:match:1404263316,1,3,0.4856930751863544,16,0.4794520547945205,0.42886994960798897,0.717391304347826,0.006241020391833885,0,0
vf:match:1404263309,1,3,0.5121370712075056,16,0.5138888888888888,0.49606799939403057,0.6463414634146342,-0.0017518176813832165,1,1
vf:match:1404263306,1,1,0.49187126249000723,16,0.48611111111111105,0.4735560399035854,0.42105263157894735,0.005760151378896183,0,0
vf:match:1404263304,1,1,0.50267698155988,16,0.5,0.4871110961964296,0.5405405405405405,0.002676981559880054,1,1
vf:match:1404263300,1,1,0.48855793169617906,16,0.49315068493150677,0.4897602515987693,0.38461538461538464,-0.004592753235327707,0,0
vf:match:1404263298,0,2,0.5161605144411514,16,0.5,0.4764456582343627,0.5974025974025974,0.016160514441151408,1,1
vf:match:1404263297,1,3,0.4759846535110361,16,0.48611111111111105,0.4717711267285678,0.5466666666666666,-0.010126457600074967,0,0
vf:match:1404263295,1,3,0.5313097971370454,16,0.5342465753424658,0.5315237037658329,0.45945945945945943,-0.002936778205420376,1,1
vf:match:1404263294,0,0,0.4678701700598599,16,0.4722222222222222,0.46228396396899274,0.4266666666666667,-0.004352052162362285,0,0
vf:match:1404263293,0,2,0.4786841904946745,16,0.4794520547945205,0.4674075423574422,0.5135135135135135,-0.0007678642998460439,0,0
vf:match:1404263291,1,5,0.49315728014917887,15,0.48611111111111105,0.4756627901165355,0.43421052631578944,0.007046169038067818,0,0
vf:match:1404263288,0,0,0.5260646143700076,16,0.5277777777777778,0.5221404200053118,0.44,-0.0017131634077701685,1,1
vf:match:1404263283,1,1,0.4955551323908058,16,0.5,0.49096414653048465,0.4533333333333333,-0.004444867609194214,0,1
vf:match:1404263271,1,1,0.5257208427702009,16,0.5277777777777778,0.52669615044666,0.47297297297297297,-0.0020569350075768655,1,1
vf:match:1404263266,1,1,0.49746447511242364,16,0.5,0.48690560772113173,0.527027027027027,-0.002535524887576357,0,1
vf:match:1404263261,0,2,0.47913659816351545,15,0.45833333333333337,0.4421350978446266,0.5,0.020803264830182078,0,0
vf:match:1404263259,1,3,0.48088777450413117,16,0.4722222222222222,0.462234352995173,0.44,0.008665552281908961,0,0
vf:match:1404263254,0,4,0.5061860181459359,16,0.5,0.488006394442985,0.625,0.00618601814593589,1,1
vf:match:1404263250,0,2,0.47111316690111604,16,0.4722222222222222,0.45804395547897886,0.43421052631578944,-0.0011090553211061671,0,0
vf:match:1404263242,0,4,0.4707469946031733,16,0.48611111111111105,0.4666025979203572,0.5657894736842105,-0.01536411650793773,0,0
vf:match:1404263239,0,0,0.5115384193329793,16,0.5138888888888888,0.5087358965563121,0.4078947368421052,-0.0023504695559095623,1,1
vf:match:1404263234,0,2,0.4983542846590418,16,0.5,0.4939243537643995,0.35802469135802467,-0.0016457153409581982,0,1
vf:match:1404263233,1,1,0.48558428522961533,16,0.4722222222222222,0.4645156620253078,0.56,0.013362063007393121,0,0
vf:match:1404259590,1,3,0.4857334632091351,16,0.48611111111111105,0.4817879752608697,0.4533333333333333,-0.00037764790197597486,0,0
vf:match:1404259583,0,4,0.47419729378106135,16,0.4657534246575343,0.4598177170581593,0.56,0.00844386912352707,0,0
vf:match:1404259582,0,2,0.4987620444489394,16,0.5,0.49354044159968546,0.29213483146067415,-0.0012379555510605988,0,1
vf:match:1404259581,1,3,0.5150763225907156,16,0.5068493150684932,0.4989276920005953,0.5066666666666666,0.008227007522222385,1,1
vf:match:1404259580,0,2,0.47225841190297563,16,0.48611111111111105,0.46670860445146767,0.5657894736842105,-0.013852699208135422,0,0
vf:match:1404259570,1,3,0.49714426221179914,16,0.5,0.4926735825705814,0.5405405405405405,-0.0028557377882008628,0,1
vf:match:1404259568,0,2,0.46662449107261617,16,0.4657534246575343,0.4612284062885959,0.33333333333333337,0.0008710664150818892,0,0
vf:match:1404259566,0,2,0.5128536926453936,16,0.49315068493150677,0.4853124928210671,0.5733333333333334,0.019703007713886833,1,0
vf:match:1404259563,0,4,0.5127815921095203,16,0.5138888888888888,0.4948645635783495,0.5789473684210527,-0.001107296779368494,1,1
vf:match:1404259559,0,2,0.5039227281626169,16,0.5,0.5001568061378159,0.375,0.003922728162616851,1,1
vf:match:1404259539,1,1,0.49464646454495353,15,0.48611111111111105,0.4904229908075346,0.3974358974358974,0.008535353433842485,0,0
vf:match:1404259534,0,4,0.4762436846536861,16,0.4722222222222222,0.46511176585849046,0.45945945945945943,0.004021462431463896,0,0
vf:match:1404259531,0,2,0.503347147694352,16,0.5,0.5006652563277262,0.43421052631578944,0.0033471476943519596,1,1
vf:match:1404259528,0,2,0.492553065613478,16,0.48611111111111105,0.48623562115222474,0.43421052631578944,0.006441954502366953,0,0
vf:match:1404259526,0,2,0.47184570132278425,16,0.4722222222222222,0.46428319421726283,0.3373493975903614,-0.00037652089943795986,0,0
vf:match:1404259523,1,3,0.5132540170505813,16,0.5,0.48861799403032485,0.5789473684210527,0.013254017050581268,1,1
vf:match:1404259522,0,2,0.5011153677494933,16,0.5,0.4814793791883863,0.5921052631578947,0.001115367749493279,1,1
vf:match:1404259520,0,2,0.4724021568315569,16,0.4722222222222222,0.46684624948381626,0.44594594594594594,0.00017993460933468652,0,0
vf:match:1404259516,1,3,0.47645640410924794,16,0.48611111111111105,0.4718824434225511,0.5466666666666666,-0.009654707001863105,0,0
vf:match:1404259511,1,1,0.47929100190831453,16,0.48611111111111105,0.47152318788707887,0.3373493975903614,-0.0068201092027965204,0,0
vf:match:1404259508,0,4,0.5450202387463271,15,0.5277777777777778,0.5216166637269666,0.5733333333333334,0.01724246096854931,1,1
vf:match:1404259505,1,3,0.48297170636968023,16,0.48611111111111105,0.4745143582508667,0.4864864864864864,-0.003139404741430818,0,0
vf:match:1404259501,1,1,0.5376580892031653,16,0.5277777777777778,0.526445615766105,0.3670886075949367,0.009880311425387478,1,1
vf:match:1404259500,1,1,0.5305694432587417,16,0.5205479452054794,0.5188381132814918,0.35802469135802467,0.010021498053262246,1,1
vf:match:1404259499,1,3,0.511452394089317,16,0.5138888888888888,0.5041657786130865,0.41558441558441556,-0.0024364947995718644,1,1
vf:match:1404259481,0,0,0.5202859749283243,16,0.5,0.4990152742203837,0.5,0.02028597492832429,1,1
vf:match:1404259479,1,3,0.5196273866040518,16,0.5138888888888888,0.5017568933955825,0.4864864864864864,0.0057384977151629935,1,1
vf:match:1404259473,0,2,0.4869124719320796,15,0.4794520547945205,0.4681239871768447,0.41558441558441556,0.007460417137559072,0,0
vf:match:1404259471,0,2,0.5121168941392947,16,0.5068493150684932,0.5057758535638359,0.47297297297297297,0.0052675790708015535,1,1
vf:match:1404259468,1,1,0.4734058826511326,16,0.4722222222222222,0.46159669658014113,0.56,0.0011836604289103825,0,0
vf:match:1404259467,0,4,0.5007173258069694,16,0.5,0.4897509480417493,0.56,0.0007173258069693711,1,1
vf:match:1404259466,0,2,0.4930636416547085,16,0.5,0.48545783165256146,0.41558441558441556,-0.006936358345291493,0,1
vf:match:1404259465,1,1,0.4945746105213037,16,0.49315068493150677,0.48982222367101363,0.36250000000000004,0.001423925589796926,0,0
vf:match:1404259464,1,5,0.5131892849647806,16,0.5,0.48904984872282886,0.6419753086419754,0.013189284964780557,1,1
vf:match:1404259458,1,1,0.49187126249000723,16,0.48611111111111105,0.4735560399035854,0.42105263157894735,0.005760151378896183,0,0
vf:match:1404259455,0,2,0.4907551002789549,16,0.48611111111111105,0.4690343394387342,0.5789473684210527,0.004643989167843865,0,0
vf:match:1404259449,1,3,0.5125367472782121,16,0.5068493150684932,0.5027258018228002,0.4864864864864864,0.005687432209718901,1,1
vf:match:1404259446,1,3,0.5520952736106477,16,0.5342465753424658,0.5346869712351946,0.56,0.017848698268181917,1,1
vf:match:1404259445,0,4,0.4795413864719196,15,0.4722222222222222,0.47008236515867724,0.35802469135802467,0.007319164249697363,0,0
vf:match:1404259443,0,0,0.5086632367617323,16,0.5,0.4938967971820615,0.5466666666666666,0.008663236761732307,1,1
vf:match:1404259442,1,1,0.5184275798065722,16,0.49315068493150677,0.486964308360082,0.4864864864864864,0.025276894875065403,1,0
vf:match:1404259441,0,2,0.5321575136614561,16,0.5138888888888888,0.5086553758085826,0.4864864864864864,0.0182686247725673,1,1
vf:match:1404259440,1,3,0.5144243402327145,15,0.5068493150684932,0.5024552064758581,0.35802469135802467,0.007575025164221372,1,1
vf:match:1404259434,1,3,0.5111130477621245,16,0.5068493150684932,0.5069055834587417,0.45945945945945943,0.004263732693631339,1,1
vf:match:1404259432,0,2,0.50275287526812,16,0.4794520547945205,0.4735038653070801,0.45945945945945943,0.023300820473599437,1,0
vf:match:1404259427,1,3,0.4802977871279897,16,0.4722222222222222,0.46644437247495085,0.3974358974358974,0.008075564905767496,0,0
vf:match:1404259417,0,4,0.43775714115178055,16,0.4383561643835617,0.4189200675554816,0.6375000000000001,-0.0005990232317811262,0,0
vf:match:1404259416,0,2,0.5063661460564514,16,0.5,0.5023634098900448,0.4025974025974026,0.0063661460564513606,1,1
vf:match:1404259401,0,2,0.5316084226102469,16,0.5205479452054794,0.5228518053014167,0.4864864864864864,0.011060477404767455,1,1
vf:match:1404259399,0,2,0.49594770842419267,16,0.5,0.491073228853671,0.4078947368421052,-0.004052291575807332,0,1
vf:match:1404259386,0,4,0.4621572274909998,16,0.45833333333333337,0.45588840646976214,0.38961038961038963,0.00382389415766643,0,0
vf:match:1404259378,1,5,0.5109284865036311,16,0.5,0.472152798755233,0.6419753086419754,0.010928486503631096,1,1
vf:match:1404259374,0,2,0.5016239527797715,16,0.5,0.4976317684955528,0.3414634146341463,0.0016239527797714537,1,1
vf:match:1404259371,1,5,0.4937373269223834,16,0.5,0.4873610906778829,0.5466666666666666,-0.006262673077616576,0,1
vf:match:1404259370,1,1,0.5095292732478576,16,0.5138888888888888,0.5053837398906448,0.43421052631578944,-0.004359615641031267,1,1
vf:match:1404259368,0,0,0.49940460494537414,16,0.5,0.4861016141128961,0.5466666666666666,-0.000595395054625858,0,1
vf:match:1404259366,1,1,0.5088738071806133,16,0.49315068493150677,0.4896649916200633,0.5,0.01572312224910649,1,0
vf:match:1404253444,1,3,0.5105392516649692,16,0.5,0.48880638742576143,0.5135135135135135,0.010539251664969163,1,1
vf:match:1404253443,0,2,0.5258285443038068,16,0.5138888888888888,0.503342984270975,0.5466666666666666,0.011939655414917927,1,1
vf:match:1404253439,0,0,0.4758432322579579,16,0.4722222222222222,0.4680145900077415,0.38461538461538464,0.0036210100357356723,0,0
vf:match:1404253432,1,1,0.4933552925923267,16,0.48611111111111105,0.4770451631821693,0.4078947368421052,0.007244181481215639,0,0
vf:match:1404253430,1,3,0.5096843748928206,16,0.5,0.47888050448152486,0.6202531645569621,0.00968437489282059,1,1
vf:match:1404253422,0,2,0.5226268764982765,16,0.5138888888888888,0.5097047516258228,0.3974358974358974,0.00873798760938771,1,1
vf:match:1404253417,0,2,0.48331362044796544,15,0.4794520547945205,0.4780486574835081,0.45945945945945943,0.0038615656534449205,0,0
vf:match:1404253407,1,1,0.5320607108241316,16,0.5277777777777778,0.5213432813714969,0.45945945945945943,0.004282933046353854,1,1
vf:match:1404278410,1,1,0.4999768344330798,16,0.5,0.4864097958568473,0.5657894736842105,-2.3165566920224645e-05,0,1
vf:match:1404278409,0,2,0.488139676579998,16,0.48611111111111105,0.47590412848144514,0.5199999999999999,0.002028565468886967,0,0
vf:match:1404278408,0,2,0.49662694961313586,16,0.5,0.4911675181271511,0.42105263157894735,-0.0033730503868641404,0,1
vf:match:1404278405,1,1,0.47635977719498546,16,0.48611111111111105,0.4769546579072673,0.4533333333333333,-0.009751333916125593,0,0
vf:match:1404278401,1,3,0.5057123217381972,16,0.5068493150684932,0.5025198761667059,0.3414634146341463,-0.0011369933302959323,1,1
vf:match:1404278397,0,4,0.5364303781580003,16,0.5205479452054794,0.4989490362132941,0.5733333333333334,0.015882432952520897,1,1
vf:match:1404278395,1,1,0.5499079934212553,16,0.5342465753424658,0.5294912201710941,0.56,0.015661418078789513,1,1
vf:match:1404278389,1,3,0.5612108584599311,16,0.5342465753424658,0.5220195042733207,0.6025641025641025,0.02696428311746535,1,1
vf:match:1404278383,1,1,0.49084650872026875,16,0.48611111111111105,0.48541024556710344,0.313953488372093,0.004735397609157699,0,0
vf:match:1404278381,0,2,0.5593016932633007,16,0.5342465753424658,0.5222302920583591,0.527027027027027,0.025055117920834924,1,1
vf:match:1404278380,1,3,0.5144844705671935,16,0.5138888888888888,0.5059961257979118,0.4864864864864864,0.0005955816783046464,1,1
vf:match:1404278377,0,2,0.5128011380159251,16,0.5138888888888888,0.5039674101466844,0.4864864864864864,-0.0010877508729637553,1,1
vf:match:1404278376,1,1,0.4949752645945327,16,0.5,0.4988788129868572,0.3373493975903614,-0.005024735405467273,0,1
vf:match:1404278375,1,1,0.5367079274143574,16,0.5205479452054794,0.5186046872151004,0.4864864864864864,0.016159982208877932,1,1
vf:match:1404278370,1,1,0.5019539245710928,16,0.48611111111111105,0.4873789223309777,0.4533333333333333,0.01584281345998173,1,0
vf:match:1404278366,0,4,0.4533290776472196,16,0.452054794520548,0.4431690061387156,0.5199999999999999,0.0012742831266716048,0,0
vf:match:1404278352,0,2,0.5066820438276325,16,0.5,0.49287872363603735,0.6153846153846154,0.006682043827632489,1,1
vf:match:1404278351,0,4,0.5211212892686091,16,0.5,0.47791361509513364,0.5974025974025974,0.021121289268609122,1,1
vf:match:1404278348,1,3,0.511070212014716,16,0.5068493150684932,0.48747665597735323,0.5974025974025974,0.004220896946222852,1,1
vf:match:1404278344,1,3,0.486599968430059,16,0.48611111111111105,0.4841322227038562,0.43421052631578944,0.0004888573189479328,0,0
vf:match:1404278333,1,5,0.49625592471165164,16,0.5138888888888888,0.4850157943062217,0.5540540540540541,-0.017632964177237198,0,1
vf:match:1404278327,1,3,0.4925867789588272,16,0.4794520547945205,0.4735121712702596,0.5,0.013134724164306666,0,0
vf:match:1404278315,1,7,0.5420715682211301,16,0.5277777777777778,0.5293875009243033,0.3670886075949367,0.014293790443352328,1,1
vf:match:1404278313,0,2,0.49290099917661523,16,0.48611111111111105,0.4664063514958711,0.5974025974025974,0.006789888065504179,0,0
vf:match:1404278312,0,2,0.46589985331261125,16,0.48611111111111105,0.46299377510381784,0.5657894736842105,-0.020211257798499804,0,0
vf:match:1404278309,1,1,0.49663054486076524,16,0.48611111111111105,0.4813512688382065,0.5,0.010519433749654195,0,0
vf:match:1404278307,1,3,0.4967045945296999,15,0.48611111111111105,0.4710983154424436,0.5789473684210527,0.010593483418588845,0,0
vf:match:1404278298,0,4,0.49367758971692516,16,0.49315068493150677,0.4900604671382841,0.379746835443038,0.0005269047854183917,0,0
vf:match:1404278296,1,5,0.49041789818065157,16,0.5,0.49304864161836376,0.47297297297297297,-0.009582101819348432,0,1
vf:match:1404278286,1,5,0.4911656124344206,16,0.5,0.48887933874559153,0.41558441558441556,-0.008834387565579416,0,1
vf:match:1404278283,1,1,0.5499254198215939,16,0.5277777777777778,0.5348153240516489,0.47297297297297297,0.02214764204381614,1,1
vf:match:1404278281,1,3,0.4898445851045934,16,0.48611111111111105,0.47729527992708076,0.4078947368421052,0.003733473993482339,0,0
vf:match:1404278278,1,1,0.5066776167366518,16,0.5,0.5007672788603055,0.47297297297297297,0.0066776167366517925,1,1
vf:match:1404278271,1,1,0.48171261535372256,16,0.4722222222222222,0.46333955203375365,0.44,0.009490393131500352,0,0
vf:match:1404278268,1,3,0.5114236694730945,16,0.5,0.4908868748919136,0.5066666666666666,0.011423669473094478,1,1
vf:match:1404278267,1,5,0.5077903237254972,16,0.5,0.4993164231500447,0.4864864864864864,0.00779032372549715,1,1
vf:match:1404278262,1,3,0.5130103477494081,16,0.5138888888888888,0.49804013731176144,0.5789473684210527,-0.0008785411394807152,1,1
vf:match:1404278259,0,2,0.4993979706913907,16,0.48611111111111105,0.4778186848150234,0.5657894736842105,0.013286859580279642,0,0
vf:match:1404278250,0,2,0.5153142394934473,16,0.49315068493150677,0.4884946479414637,0.4864864864864864,0.02216355456194058,1,0
vf:match:1404278248,1,5,0.46622581658316153,16,0.4657534246575343,0.4585640039503292,0.38461538461538464,0.00047239192562725796,0,0
vf:match:1404278245,1,1,0.5003645193493124,16,0.5068493150684932,0.4969938035931728,0.38461538461538464,-0.006484795719180814,1,1
vf:match:1404278240,1,3,0.49569511024923396,16,0.4794520547945205,0.4708522568098412,0.56,0.01624305545471344,0,0
vf:match:1404278236,1,3,0.5242376934380354,16,0.5138888888888888,0.5090546979961873,0.3974358974358974,0.01034880454914655,1,1
vf:match:1404278234,1,5,0.5091993188388092,16,0.5,0.4871208421314393,0.5789473684210527,0.0091993188388092,1,1
vf:match:1404278230,1,1,0.49075121459210924,15,0.48611111111111105,0.4866727087129548,0.25510204081632654,0.004640103480998192,0,0
vf:match:1404278228,1,3,0.5211245660970677,16,0.5138888888888888,0.5030312059178877,0.5789473684210527,0.007235677208178859,1,1
vf:match:1404278227,0,4,0.517531166833572,16,0.5138888888888888,0.49856510312653296,0.5974025974025974,0.003642277944683192,1,1
vf:match:1404278220,0,4,0.4975466918847777,16,0.5,0.49616609690893854,0.35802469135802467,-0.002453308115222319,0,1
vf:match:1404278219,0,2,0.4995501827590752,16,0.5,0.4941784404949259,0.41558441558441556,-0.00044981724092479913,0,1
vf:match:1404278218,0,0,0.4844833362074566,16,0.4794520547945205,0.47624183098169,0.4533333333333333,0.005031281412936073,0,0
vf:match:1404278217,0,2,0.5058617677783438,16,0.5,0.4998699166569478,0.4025974025974026,0.005861767778343796,1,1
vf:match:1404278212,0,6,0.505097011430393,16,0.5068493150684932,0.49509987764054175,0.5,-0.0017523036381001944,1,1
vf:match:1404278200,0,6,0.48446912735838477,16,0.4722222222222222,0.46552132537097585,0.56,0.012246905136162556,0,0
vf:match:1404278192,1,3,0.5082163128485163,16,0.48611111111111105,0.46922119759945247,0.6329113924050633,0.022105201737405267,1,0
vf:match:1404272363,0,2,0.48939635644804586,15,0.48611111111111105,0.4866727087129548,0.25510204081632654,0.0032852453369348056,0,0
vf:match:1404272360,1,3,0.501327119294503,16,0.5,0.4868337518030077,0.5466666666666666,0.0013271192945030208,1,1
vf:match:1404272352,0,4,0.5412310986847774,16,0.5138888888888888,0.49559823811301484,0.7045454545454546,0.027342209795888528,1,1
vf:match:1404272344,0,4,0.4938543013384509,16,0.48611111111111105,0.4796898782343987,0.5135135135135135,0.0077431902273398245,0,0
vf:match:1404272340,1,1,0.5159142505389974,16,0.5138888888888888,0.5056619977054817,0.5066666666666666,0.0020253616501085814,1,1
vf:match:1404272337,1,1,0.49910158020942713,16,0.5,0.49445097482800004,0.42105263157894735,-0.0008984197905728686,0,1
vf:match:1404272335,1,5,0.49032422018511507,16,0.48611111111111105,0.4770540116733235,0.527027027027027,0.004213109074004018,0,0
vf:match:1404272330,1,3,0.4872070263242039,16,0.4794520547945205,0.4676574587789641,0.56,0.007754971529683352,0,0
vf:match:1404272324,1,3,0.49041789818065157,16,0.5,0.49304864161836376,0.47297297297297297,-0.009582101819348432,0,1
vf:match:1404272321,0,4,0.5253429247463238,15,0.5,0.480430199175854,0.5657894736842105,0.025342924746323825,1,1
vf:match:1404272313,0,0,0.4837577391613802,16,0.48611111111111105,0.483623451392657,0.38461538461538464,-0.0023533719497308425,0,0
vf:match:1404272312,1,3,0.5005087923653453,16,0.49315068493150677,0.48783273188551113,0.5135135135135135,0.007358107433838523,1,0
vf:match:1404272309,0,2,0.4982912410123845,16,0.48611111111111105,0.4763543561712942,0.56,0.012180129901273429,0,0
vf:match:1404272307,1,3,0.5024912647690665,15,0.5,0.49423502043176365,0.36250000000000004,0.00249126476906647,1,1
vf:match:1404272304,1,1,0.5032964299925842,16,0.5,0.5001920119642165,0.4266666666666667,0.003296429992584171,1,1
vf:match:1404272301,0,2,0.49792918745511294,16,0.4794520547945205,0.4686942688961225,0.5733333333333334,0.01847713266059242,0,0
vf:match:1404272298,0,4,0.5360015528693646,16,0.5138888888888888,0.5154254000751346,0.4864864864864864,0.022112663980475733,1,1
vf:match:1404272294,1,1,0.4492654632799163,16,0.452054794520548,0.42804872232471647,0.56,-0.0027893312406316872,0,0
vf:match:1404272290,1,3,0.5250454596136342,15,0.5138888888888888,0.5204462688150897,0.4266666666666667,0.011156570724745407,1,1
vf:match:1404272284,1,1,0.5247397726057599,16,0.5205479452054794,0.5054433342179393,0.5466666666666666,0.004191827400280457,1,1
vf:match:1404272282,1,1,0.5332000719985128,16,0.5138888888888888,0.5132823316422022,0.5540540540540541,0.019311183109623986,1,1
vf:match:1404272272,0,2,0.5025707188629805,16,0.5,0.4886344942557449,0.5657894736842105,0.0025707188629805477,1,1
vf:match:1404272268,1,3,0.48086314112974826,16,0.4722222222222222,0.47093096650773464,0.32941176470588235,0.008640918907526052,0,0
vf:match:1404272267,0,4,0.4771594253874635,16,0.4794520547945205,0.463776798764584,0.5199999999999999,-0.002292629407057045,0,0
vf:match:1404272265,1,1,0.491608287566904,16,0.5,0.48777691103644333,0.41558441558441556,-0.008391712433095999,0,1
vf:match:1404272264,0,2,0.5128011380159251,16,0.5138888888888888,0.5039674101466844,0.4864864864864864,-0.0010877508729637553,1,1
vf:match:1404272263,1,3,0.5069779632928355,16,0.5,0.47915916019153987,0.5657894736842105,0.0069779632928355095,1,1
vf:match:1404272255,1,7,0.49332669404209406,16,0.5,0.4827340246158862,0.5405405405405405,-0.0066733059579059395,0,1
vf:match:1404272254,0,2,0.5243847764197482,16,0.5205479452054794,0.5253768365494146,0.47297297297297297,0.00383683121426881,1,1
vf:match:1404272246,1,1,0.4910078645191927,16,0.4794520547945205,0.47314439770027883,0.4533333333333333,0.011555809724672184,0,0
vf:match:1404272244,0,4,0.500632382977741,16,0.5,0.4903037486166811,0.4533333333333333,0.0006323829777410417,1,1
vf:match:1404272241,1,3,0.5437513445009746,16,0.5342465753424658,0.5356084291055181,0.44,0.009504769158508841,1,1
vf:match:1404272240,1,3,0.5130103477494081,16,0.5138888888888888,0.49804013731176144,0.5789473684210527,-0.0008785411394807152,1,1
vf:match:1404272238,0,4,0.5351933161935158,16,0.5277777777777778,0.5139681187361955,0.5844155844155844,0.007415538415738054,1,1
vf:match:1404272233,0,6,0.4819183635856495,16,0.48611111111111105,0.47115079958933814,0.41558441558441556,-0.00419274752546156,0,0
vf:match:1404272227,0,6,0.5354127913493066,16,0.5138888888888888,0.5130804093033513,0.5135135135135135,0.0215239024604178,1,1
vf:match:1404272223,0,2,0.500537770861216,16,0.48611111111111105,0.48404144311431363,0.44594594594594594,0.014426659750104931,1,0
vf:match:1404272218,0,2,0.506531156306539,16,0.5,0.48447733284587835,0.5921052631578947,0.006531156306538999,1,1
vf:match:1404272214,1,1,0.5256775483144246,15,0.5068493150684932,0.4896954955728714,0.5974025974025974,0.018828233245931414,1,1
vf:match:1404272191,0,2,0.4895087148992811,16,0.48611111111111105,0.48461527737114335,0.33333333333333337,0.003397603788170056,0,0
vf:match:1404272181,0,4,0.5145136517628092,16,0.5,0.5032860236222557,0.5844155844155844,0.014513651762809165,1,1
vf:match:1404272174,0,6,0.49150053637314073,16,0.48611111111111105,0.46411008048871283,0.5974025974025974,0.005389425262029679,0,0
vf:match:1404272173,1,3,0.5516122790844638,16,0.5342465753424658,0.5362865253807217,0.47297297297297297,0.017365703741997973,1,1
vf:match:1404272168,1,1,0.5038337163212413,16,0.5,0.49343783193408425,0.47297297297297297,0.0038337163212412984,1,1
vf:match:1404272166,0,0,0.5085000578408958,16,0.5138888888888888,0.509900154215023,0.4078947368421052,-0.005388831047993037,1,1
vf:match:1404272164,0,2,0.4979928826025246,16,0.5,0.4883642272672034,0.5333333333333333,-0.0020071173974753886,0,1
vf:match:1404272163,1,1,0.4935475908277654,16,0.48611111111111105,0.48528814670510423,0.36250000000000004,0.007436479716654343,0,0
vf:match:1404272162,1,1,0.5211212892686091,16,0.5,0.47791361509513364,0.5974025974025974,0.021121289268609122,1,1
vf:match:1404272158,1,1,0.5450514897300163,16,0.5479452054794521,0.5361704383344617,0.5657894736842105,-0.0028937157494358656,1,1
vf:match:1404272153,0,2,0.5274744215678241,16,0.5,0.49272648193690916,0.527027027027027,0.027474421567824092,1,1
vf:match:1404272147,1,5,0.4796415596161671,16,0.4794520547945205,0.4729666178471956,0.4864864864864864,0.0001895048216465911,0,0
vf:match:1404272145,1,3,0.47040191332773246,16,0.4722222222222222,0.4643896713919782,0.41558441558441556,-0.0018203088944897527,0,0
vf:match:1404272144,0,0,0.4786349344335141,16,0.4794520547945205,0.4687566279219445,0.4533333333333333,-0.000817120361006396,0,0
vf:match:1404272139,0,2,0.454082366091959,16,0.452054794520548,0.4431690061387156,0.5199999999999999,0.0020275715714110354,0,0
vf:match:1404272138,1,1,0.47164366306464617,16,0.4657534246575343,0.46106481872422156,0.45945945945945943,0.005890238407111892,0,0
vf:match:1404272134,1,3,0.5081053720334665,16,0.5,0.5038669888861406,0.4864864864864864,0.008105372033466507,1,1
vf:match:1404269043,1,3,0.5274730514385888,16,0.5,0.49272648193690916,0.527027027027027,0.027473051438588802,1,1
vf:match:1404269038,0,2,0.5119416362830961,16,0.5,0.4845426987631761,0.6375000000000001,0.01194163628309608,1,1
vf:match:1404269030,0,2,0.5362310326460128,16,0.5138888888888888,0.5151520622082668,0.5135135135135135,0.022342143757123956,1,1
vf:match:1404269024,0,2,0.46176700008600263,16,0.4657534246575343,0.4635641397256313,0.33333333333333337,-0.003986424571531644,0,0
vf:match:1404269021,1,1,0.4978157036212736,16,0.5,0.4908338489172609,0.4533333333333333,-0.0021842963787264136,0,1
vf:match:1404269017,1,3,0.4936114225908388,16,0.48611111111111105,0.4796898782343987,0.5135135135135135,0.007500311479727739,0,0
vf:match:1404269013,1,1,0.5026408635474554,16,0.5,0.49943147122308706,0.35802469135802467,0.0026408635474554076,1,1
vf:match:1404269008,0,0,0.5059714907105533,16,0.5138888888888888,0.4989868720930664,0.5657894736842105,-0.007917398178335588,1,1
vf:match:1404269006,1,1,0.48923325265252204,14,0.49315068493150677,0.4882103507813077,0.3068181818181818,-0.003917432278984723,0,0
vf:match:1404269001,0,2,0.5059637476823596,16,0.5,0.48808241565951893,0.6202531645569621,0.0059637476823596325,1,1
vf:match:1404268994,1,3,0.45362207615746925,16,0.452054794520548,0.4431690061387156,0.5199999999999999,0.0015672816369212694,0,0
vf:match:1404268987,1,5,0.47837405135923944,15,0.45833333333333337,0.4440581529175377,0.5,0.020040718025906068,0,0
vf:match:1404268983,0,4,0.5222014715459431,16,0.5138888888888888,0.5001711183133358,0.6202531645569621,0.008312582657054257,1,1
vf:match:1404268977,1,3,0.4743301691627849,16,0.4794520547945205,0.473825794234404,0.36250000000000004,-0.005121885631735601,0,0
vf:match:1404268970,1,5,0.5020730051197952,16,0.49315068493150677,0.4921249197768045,0.38961038961038963,0.00892232018828848,1,0
vf:match:1404268958,0,0,0.4720630920225489,16,0.4657534246575343,0.45945019820466393,0.45945945945945943,0.006309667365014648,0,0
